OBJECTID,LOCATION_ID,COUNTY_ID,COUNTY_DESC,MUN_SORT,MUNICIPALITY,ROADNAME,ID_PREFIX,ID_RTE_NO,MP_SUFFIX,ID_MP,BEGIN_SECTION,END_SECTION,STATION_DESC,ROAD_SECTION,RURAL_URBAN,F_SYSTEM,F_SYSTEM_DESC,ROUTEID,ROUTEID_RH,MAIN_LINE,PEAK_HOUR_DIRECTION,NUM_LANES,COUNTED_FACTORED,STMP_SEQ,K_FACTOR,D_FACTOR,NORTH_EAST_SPLIT,SOUTH_WEST_SPLIT,AVMT,LINK,AADT_2010,AADT_2011,AADT_2012,AADT_2013,AADT_2014,AADT_2015,AADT_2016,AADT_2017,AADT_2018,AADT,AAWDT_2010,AAWDT_2011,AAWDT_2012,AAWDT_2013,AAWDT_2014,AAWDT_2015,AAWDT_2016,AAWDT_2017,AAWDT_2018,AAWDT,MOTORCYCLE_AADT,CAR_AADT,LIGHT_TRUCK_AADT,BUS_AADT,SINGLE_UNIT_AADT,COMBINATION_UNIT_AADT,LOC_ERROR,TRUCK_AADT,SUTRUCK_AADT_PCT_TRUCK,CUTRUCK__AADT_PCT_TRUCK,MCYCLE_AADT_PCT_OVERALL,CAR_AADT_PCT_OVERALL,LIGHT_TRUCK_AADT_PCT_OVERALL,BUS_AADT_PCT_OVERALL,SUTRUCK_AADT_PCT_OVERALL,CUTRUCK_AADT_PCT_OVERALL,TRUCK_AADT_PCT_OVERALL,NUM_LANES_ANNO,K_FACTOR_ANNO,D_FACTOR_ANNO,NORTH_EAST_SPLIT_ANNO,SOUTH_WEST_SPLIT_ANNO,AADT_2010_ANNO,AADT_2011_ANNO,AADT_2012_ANNO,AADT_2013_ANNO,AADT_2014_ANNO,AADT_2015_ANNO,AADT_2016_ANNO,AADT_2017_ANNO,AADT_2018_ANNO,AADT_ANNO,AAWDT_2010_ANNO,AAWDT_2011_ANNO,AAWDT_2012_ANNO,AAWDT_2013_ANNO,AAWDT_2014_ANNO,AAWDT_2015_ANNO,AAWDT_2016_ANNO,AAWDT_2017_ANNO,AAWDT_2018_ANNO,AAWDT_ANNO,MOTORCYCLE_AADT_ANNO,CAR_AADT_ANNO,BUS_AADT_ANNO,LIGHT_TRUCK_AADT_ANNO,SINGLE_UNIT_AADT_ANNO,COMBINATION_UNIT_AADT_ANNO,TRUCK_AADT_ANNO,longitude,latitude,_source_layer_title,_source_layer_url
289,S2010020049,2.0,Anne Arundel,0.0,None,Ramp 8 Fr Md 32aa To Md 32 Wb,RP,32.0,  ,0.07,0.0,0.15,Exit 3 Ramp 8 Fr Md 32aa To Md 32 Wb ,Exit 3  Ramp 08 Sappington Station Rd To No Name,Urban,2.0,Principal Arterial Other Freeways and Expressways,02000RP00032  02SSMD3         08,02000RP00032--100308,2.0,North,1.0,F,0.0,13.65,100.0,100.0,0.0,0.0796,https://maps.roads.maryland.gov/itms_public/?stationid=S2010020049,1070.0,1071.0,1062.0,1063.0,1064.0,1095.0,1430.0,1461.0,1452.0,1453.0,1150.0,1161.0,1152.0,1153.0,1144.0,1175.0,1530.0,1561.0,1552.0,1543.0,,,,,,,NO ERROR,,,,,,,,,,,1,13.65,100,100,0,"1,070","1,071","1,062","1,063","1,064","1,095","1,430","1,461","1,452","1,453","1,150","1,161","1,152","1,153","1,144","1,175","1,530","1,561","1,552","1,543",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-76.67326069834787,39.07971312307425,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
305,S2011020785,2.0,Anne Arundel,0.0,None,Underwood Rd,CO,2630.0,  ,2.22,0.0,2.39,Underwood Rd - .10 Mile North Of Md 424,Johns Hopkins Rd To Md 424,Urban,5.0,Major Collector,02000CO02630  01SS**************,02000CO02630--1-----,1.0,North,3.0,F,0.0,10.81,58.27,48.3,51.7,4.4071,https://maps.roads.maryland.gov/itms_public/?stationid=S2011020785,,4780.0,4741.0,4752.0,4743.0,4874.0,4975.0,5100.0,5051.0,5052.0,,5160.0,5121.0,5132.0,5083.0,5224.0,5335.0,5410.0,5351.0,5562.0,,,,,,,NO ERROR,,,,,,,,,,,3,10.81,58.27,48.3,51.7,N/A,"4,780","4,741","4,752","4,743","4,874","4,975","5,100","5,051","5,052",N/A,"5,160","5,121","5,132","5,083","5,224","5,335","5,410","5,351","5,562",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-76.66887339028061,38.996304245612805,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
316,S2010020038,2.0,Anne Arundel,0.0,None,Ramp 4 Fr Md 295 Nb To Md 32 Eb,RP,295.0,  ,0.2,0.0,0.475,Exit 4 Ramp 4 Fr Md 295 Nb To Md 32 Eb (west Of Ramp 5),Exit 4 Ramp 4 Fr Md 295 Nb To Ramp 5 Fr Md 32 Sb,Urban,2.0,Principal Arterial Other Freeways and Expressways,02000RP00295  02NNMD4         04,02000RP00295--100404,2.0,East,1.0,F,0.0,12.29,100.0,100.0,0.0,0.4581,https://maps.roads.maryland.gov/itms_public/?stationid=S2010020038,2830.0,2841.0,2822.0,2730.0,2721.0,2792.0,2853.0,2660.0,2641.0,2642.0,3030.0,3071.0,3052.0,2950.0,2911.0,2992.0,3053.0,2850.0,2831.0,2802.0,,,,,,,NO ERROR,,,,,,,,,,,1,12.29,100,100,0,"2,830","2,841","2,822","2,730","2,721","2,792","2,853","2,660","2,641","2,642","3,030","3,071","3,052","2,950","2,911","2,992","3,053","2,850","2,831","2,802",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-76.78076622514034,39.11156757696424,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
346,S2010020043,2.0,Anne Arundel,0.0,None,Ramp 4 Fr Md 32 Nb To Samford Rd Eb,RP,32.0,  ,0.05,0.0,0.146,Exit 10a Ramp 4 Fr Md 32 Nb To Samford Rd Eb,Exit 10 Ramp 04 Mapes Rd To Samford Rd,Urban,2.0,Principal Arterial Other Freeways and Expressways,02000RP00032  02EEMD10A       04,02000RP00032--110A04,2.0,East,1.0,F,0.0,24.76,100.0,100.0,0.0,0.1744,https://maps.roads.maryland.gov/itms_public/?stationid=S2010020043,3400.0,3411.0,3382.0,3393.0,3384.0,3475.0,3220.0,3301.0,3272.0,3273.0,3640.0,3681.0,3652.0,3663.0,3624.0,3725.0,3450.0,3531.0,3502.0,3473.0,,,,,,,NO ERROR,,,,,,,,,,,1,24.76,100,100,0,"3,400","3,411","3,382","3,393","3,384","3,475","3,220","3,301","3,272","3,273","3,640","3,681","3,652","3,663","3,624","3,725","3,450","3,531","3,502","3,473",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-76.7671075945702,39.097066681950345,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
408,B0677,2.0,Anne Arundel,0.0,None,Annapolis Rd,MD,175.0,  ,8.22,7.27,8.42,Md175-.20 Mi S Of Md295,Md 713 To Md 295,Urban,4.0,Minor Arterial,02000MD00175  01NN**************,02000MD00175--1-----,1.0,South,4.0,F,1.0,8.3,55.65,49.57,50.43,15.8464,https://maps.roads.maryland.gov/itms_public/?stationid=B0677,24670.0,24771.0,24572.0,24623.0,24554.0,25195.0,25675.0,38090.0,37751.0,37752.0,26400.0,26751.0,26542.0,26593.0,26274.0,26965.0,27485.0,40760.0,40391.0,40022.0,20.0,32184.0,4205.0,211.0,800.0,332.0,NO ERROR,1132.0,0.70671378,0.29328622,0.00052977,0.85251113,0.11138483,0.00558911,0.02119093,0.00879424,0.02998517,4,8.3,55.65,49.57,50.43,"24,670","24,771","24,572","24,623","24,554","25,195","25,675","38,090","37,751","37,752","26,400","26,751","26,542","26,593","26,274","26,965","27,485","40,760","40,391","40,022",20,"32,184",211,"4,205",800,332,"1,132",-76.75260644038332,39.13838105109909,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
419,B0807,2.0,Anne Arundel,0.0,None,Savage Rd,MD,32.0,  ,10.81,10.41,11.46,Md32-.40 Mi N Of Md295,Md 295 To Howard Co/l,Urban,2.0,Principal Arterial Other Freeways and Expressways,02000MD00032  01NN**************,02000MD00032--1-----,1.0,South,5.0,C,1.0,8.81,51.15,49.58,50.42,30.7558,https://maps.roads.maryland.gov/itms_public/?stationid=B0807,69620.0,69901.0,69342.0,70100.0,69891.0,71712.0,77460.0,79321.0,78612.0,80250.0,74490.0,75491.0,74892.0,75710.0,74781.0,76732.0,82880.0,84871.0,84122.0,85070.0,146.0,66006.0,10055.0,404.0,2781.0,858.0,NO ERROR,3639.0,0.76422094,0.23577906,0.00181931,0.82250467,0.12529595,0.00503427,0.03465421,0.01069159,0.04534579,5,8.81,51.15,49.58,50.42,"69,620","69,901","69,342","70,100","69,891","71,712","77,460","79,321","78,612","80,250","74,490","75,491","74,892","75,710","74,781","76,732","82,880","84,871","84,122","85,070",146,"66,006",404,"10,055","2,781",858,"3,639",-76.78142750376706,39.11919335303625,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
425,B0811,2.0,Anne Arundel,0.0,None,Telegraph Rd,MD,170.0,  ,3.42,0.96,3.52,Md170-.10 Mi S Of Md174,Md 32 To Md 174,Urban,3.0,Principal Arterial Other,02000MD00170  01NN**************,02000MD00170--1-----,1.0,North,3.0,F,1.0,7.57,56.8,51.84,48.16,22.5022,https://maps.roads.maryland.gov/itms_public/?stationid=B0811,21752.0,21950.0,21771.0,21822.0,22940.0,23541.0,23992.0,24300.0,24081.0,24082.0,23282.0,23710.0,23511.0,23572.0,24550.0,25191.0,25672.0,26000.0,25771.0,25532.0,,,,,,,NO ERROR,,,,,,,,,,,3,7.57,56.8,51.84,48.16,"21,752","21,950","21,771","21,822","22,940","23,541","23,992","24,300","24,081","24,082","23,282","23,710","23,511","23,572","24,550","25,191","25,672","26,000","25,771","25,532",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-76.68653230864246,39.135233794229805,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
473,S2001020064,2.0,Anne Arundel,0.0,None,Ramp 4 Fr Md 170 To Ramp 5 (to Md100 Eb),RP,100.0,  ,0.08,0.0,0.13,Exit 11 Ramp 4 Fr Md 170 Nb To Ramp 5 (to Md 100 Eb),Exit 11 Ramp 04 Telegraph Rd To Ramp 5 Fr Md 170 Sb To Md 100 Eb,Urban,2.0,Principal Arterial Other Freeways and Expressways,02000RP00100  02NNMD11        04,02000RP00100--101104,2.0,East,1.0,F,0.0,10.22,100.0,100.0,0.0,0.2602,https://maps.roads.maryland.gov/itms_public/?stationid=S2001020064,4070.0,4091.0,4062.0,4073.0,4064.0,5300.0,5401.0,5532.0,5483.0,5484.0,4360.0,4421.0,4392.0,4403.0,4354.0,5670.0,5781.0,5922.0,5873.0,5814.0,,,,,,,NO ERROR,,,,,,,,,,,1,10.22,100,100,0,"4,070","4,091","4,062","4,073","4,064","5,300","5,401","5,532","5,483","5,484","4,360","4,421","4,392","4,403","4,354","5,670","5,781","5,922","5,873","5,814",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-76.68562067044437,39.14841071519864,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
480,B1311,4.0,Calvert,0.0,None,Southern Md Blvd,MD,4.0,  ,36.03,31.845,36.297,Md4-.20 Mi S Of Md260 Struc #4030,Mt Harmony Rd To Md 260 Struc #3040,Urban,3.0,Principal Arterial Other,04000MD00004  01NN**************,04000MD00004--1-----,1.0,South,4.0,F,2.0,8.14,74.25,50.18,49.82,52.3439,https://maps.roads.maryland.gov/itms_public/?stationid=B1311,35452.0,31300.0,31361.0,31202.0,32740.0,33531.0,34272.0,32020.0,31831.0,32212.0,37232.0,33800.0,33241.0,33392.0,34700.0,35541.0,36672.0,33620.0,33421.0,33502.0,73.0,24875.0,6001.0,183.0,731.0,349.0,NO ERROR,1080.0,0.67685185,0.32314815,0.00226624,0.77222774,0.18629703,0.00568111,0.02269341,0.01083447,0.03352788,4,8.14,74.25,50.18,49.82,"35,452","31,300","31,361","31,202","32,740","33,531","34,272","32,020","31,831","32,212","37,232","33,800","33,241","33,392","34,700","35,541","36,672","33,620","33,421","33,502",73,"24,875",183,"6,001",731,349,"1,080",-76.6567479440503,38.75983429474592,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
484,B0847,2.0,Anne Arundel,0.0,None,Robert Crain Hwy,MD,3.0,  ,5.75,5.65,6.41,Md3-.10 Mi N Of Md175/millersville Rd,Md 175 To Md 32,Urban,3.0,Principal Arterial Other,02000MD00003  01NN**************,02000MD00003--1-----,1.0,North,4.0,F,2.0,7.1,51.33,48.89,51.11,20.5307,https://maps.roads.maryland.gov/itms_public/?stationid=B0847,64371.0,64632.0,65830.0,65961.0,65762.0,66540.0,67801.0,69432.0,74010.0,74011.0,68881.0,69802.0,71100.0,71241.0,70372.0,71200.0,72551.0,74292.0,79190.0,78451.0,122.0,56766.0,10856.0,642.0,3673.0,1952.0,NO ERROR,5625.0,0.65297778,0.34702222,0.0016484,0.7669941,0.1466809,0.00867439,0.04962776,0.02637446,0.07600222,4,7.1,51.33,48.89,51.11,"64,371","64,632","65,830","65,961","65,762","66,540","67,801","69,432","74,010","74,011","68,881","69,802","71,100","71,241","70,372","71,200","72,551","74,292","79,190","78,451",122,"56,766",642,"10,856","3,673","1,952","5,625",-76.65322404992173,39.05872419080521,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
504,S2011020365,2.0,Anne Arundel,0.0,None,Dairy Farm Rd,CO,1071.0,  ,0.2,0.0,1.63,Dairy Farm Rd - .20 Mile West Of Md 175,Md 175 To Waugh Chapel Rd,Urban,5.0,Major Collector,02000CO01071  01WW**************,02000CO01071--1-----,1.0,West,2.0,F,0.0,9.92,64.52,52.14,47.86,3.9177,https://maps.roads.maryland.gov/itms_public/?stationid=S2011020365,,,,,6200.0,6361.0,6482.0,6643.0,6584.0,6585.0,,,,,6630.0,6811.0,6942.0,7043.0,6984.0,7245.0,,,,,,,NO ERROR,,,,,,,,,,,2,9.92,64.52,52.14,47.86,N/A,N/A,N/A,N/A,"6,200","6,361","6,482","6,643","6,584","6,585",N/A,N/A,N/A,N/A,"6,630","6,811","6,942","7,043","6,984","7,245",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-76.67384092198651,39.067719287946574,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
518,S2010020055,2.0,Anne Arundel,0.0,None,Ramp 4 Fr Md 175 To Ramp 5 (to Md 32 Eb),RP,32.0,  ,0.01,0.0,0.03,Exit 6 Ramp 4 Fr Md 175 Nb To Ramp 5 (to Md 32 Eb),Exit 6  Ramp 04 Annapolis Rd To Ramp 5 Fr Md 175 Sb To Md 32 Eb,Urban,2.0,Principal Arterial Other Freeways and Expressways,02000RP00032  02SSMD6         04,02000RP00032--100604,2.0,South,1.0,F,0.0,16.24,100.0,0.0,100.0,0.0054,https://maps.roads.maryland.gov/itms_public/?stationid=S2010020055,,,280.0,281.0,282.0,293.0,304.0,315.0,490.0,491.0,,,300.0,301.0,302.0,313.0,334.0,345.0,520.0,521.0,,,,,,,NO ERROR,,,,,,,,,,,1,16.24,100,0,100,N/A,N/A,280,281,282,293,304,315,490,491,N/A,N/A,300,301,302,313,334,345,520,521,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-76.71575964409661,39.09150274821814,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
529,S2010020047,2.0,Anne Arundel,0.0,None,Ramp 6 Fr Md 32 Eb To Burns Crossing Rd,RP,32.0,  ,0.05,0.0,0.12,Exit 3 Ramp 6 Fr Md 32 Eb To Burns Crossing Rd,Exit 3  Ramp 06 No Name To Burns Crossing Rd,Urban,2.0,Principal Arterial Other Freeways and Expressways,02000RP00032  02SSMD3         06,02000RP00032--100306,2.0,East,1.0,F,0.0,17.11,100.0,100.0,0.0,0.0584,https://maps.roads.maryland.gov/itms_public/?stationid=S2010020047,1070.0,1071.0,1062.0,1063.0,1064.0,1095.0,1310.0,1341.0,1332.0,1333.0,1150.0,1161.0,1152.0,1153.0,1144.0,1175.0,1400.0,1441.0,1432.0,1413.0,,,,,,,NO ERROR,,,,,,,,,,,1,17.11,100,100,0,"1,070","1,071","1,062","1,063","1,064","1,095","1,310","1,341","1,332","1,333","1,150","1,161","1,152","1,153","1,144","1,175","1,400","1,441","1,432","1,413",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-76.67429967183918,39.07915710787152,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
543,S2011020779,2.0,Anne Arundel,0.0,None,Crofton Pkwy,CO,2643.0,  ,0.84,0.0,3.39,Crofton Pkwy - .30 Mile North Of Crawford Blvd,Farnborn St To Farnborn St,Urban,6.0,Minor Collector,02000CO02643  01NN**************,02000CO02643--1-----,1.0,North,3.0,F,0.0,11.82,60.75,43.15,56.85,5.9665,https://maps.roads.maryland.gov/itms_public/?stationid=S2011020779,,5250.0,5211.0,5222.0,5213.0,5354.0,5465.0,4860.0,4821.0,4822.0,,5670.0,5631.0,5642.0,5583.0,5734.0,5865.0,5150.0,5111.0,5302.0,,,,,,,NO ERROR,,,,,,,,,,,3,11.82,60.75,43.15,56.85,N/A,"5,250","5,211","5,222","5,213","5,354","5,465","4,860","4,821","4,822",N/A,"5,670","5,631","5,642","5,583","5,734","5,865","5,150","5,111","5,302",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-76.69261654775615,39.01124283011901,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
553,S2015020232,2.0,Anne Arundel,0.0,None,Ramp 7 Fr Rp 2 (md 4 Wb) To Md 794 Sb,RP,4.0,  ,0.01,0.0,0.015,Exit 4 Ramp 7 Fr Rp 2 (md 4 Wb) To Md 794 Sb,Exit 4 Ramp 7 Fr Rp 2 (md 4 Wb) To Md 794 Sb,Urban,3.0,Principal Arterial Other,02000RP00004  02NNMD4         07,02000RP00004--100407,2.0,South,1.0,F,0.0,27.27,100.0,0.0,100.0,0.0002,https://maps.roads.maryland.gov/itms_public/?stationid=S2015020232,,,,,,40.0,41.0,42.0,43.0,44.0,,,,,,40.0,41.0,52.0,53.0,54.0,,,,,,,NO ERROR,,,,,,,,,,,1,27.27,100,0,100,N/A,N/A,N/A,N/A,N/A,40,41,42,43,44,N/A,N/A,N/A,N/A,N/A,40,41,52,53,54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-76.69905602205567,38.80981898822102,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
557,S2010020051,2.0,Anne Arundel,0.0,None,Ramp 3 Fr Ramp 6 (fr Md 32 Eb) To Md 170,RP,32.0,  ,0.02,0.0,0.05,Exit 5 Ramp 3 Fr Ramp 6 (fr Md 32 Eb) To Md 170 Nb,Exit 5  Ramp 03 Ramp 6 Fr Md 32 Eb To Md 170 Sb To Telegraph Rd,Urban,2.0,Principal Arterial Other Freeways and Expressways,02000RP00032  02EEMD5         03,02000RP00032--100503,2.0,East,2.0,F,0.0,12.25,100.0,100.0,0.0,0.0594,https://maps.roads.maryland.gov/itms_public/?stationid=S2010020051,3420.0,3431.0,3402.0,3413.0,3404.0,3495.0,3200.0,3281.0,3252.0,3253.0,3660.0,3711.0,3672.0,3693.0,3644.0,3745.0,3420.0,3511.0,3482.0,3453.0,,,,,,,NO ERROR,,,,,,,,,,,2,12.25,100,100,0,"3,420","3,431","3,402","3,413","3,404","3,495","3,200","3,281","3,252","3,253","3,660","3,711","3,672","3,693","3,644","3,745","3,420","3,511","3,482","3,453",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-76.69480074926719,39.09976639883288,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
579,B0813,2.0,Anne Arundel,0.0,None,Jessup Rd,MD,175.0,  ,9.72,8.42,9.82,Md175-.10 Mi S Of Howard Co/l,Md 295 To Howard Co/l,Urban,4.0,Minor Arterial,02000MD00175  01NN**************,02000MD00175--1-----,1.0,North,3.0,C,1.0,8.01,50.23,49.55,50.45,10.1638,https://maps.roads.maryland.gov/itms_public/?stationid=B0813,18550.0,18621.0,18472.0,18010.0,17961.0,18432.0,18783.0,19234.0,19065.0,19890.0,19850.0,20111.0,19952.0,19450.0,19221.0,19722.0,20103.0,20584.0,20405.0,21080.0,67.0,15672.0,2655.0,146.0,1019.0,331.0,NO ERROR,1350.0,0.75481481,0.24518519,0.00336853,0.78793363,0.13348416,0.00734037,0.05123177,0.01664153,0.0678733,3,8.01,50.23,49.55,50.45,"18,550","18,621","18,472","18,010","17,961","18,432","18,783","19,234","19,065","19,890","19,850","20,111","19,952","19,450","19,221","19,722","20,103","20,584","20,405","21,080",67,"15,672",146,"2,655","1,019",331,"1,350",-76.7757885352852,39.14963057751013,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
596,S1999020039,2.0,Anne Arundel,0.0,None,Ramp 6 Fr Is 595 Eb To Md 424 Sb,RP,595.0,  ,0.5,0.43,0.63,Exit 16 Ramp 6 Fr Is 595 Eb To Md 424 Sb,Exit 16 Ramp 06 Ramp 3 Fr Ramp 6 (fr Is595) To Md 424 Nb To Davidsonville Rd,Rural,1.0,Interstate,02000RP00595  02EEIS16        06,02000RP00595--101606,2.0,East,1.0,F,0.0,13.65,100.0,100.0,0.0,0.3303,https://maps.roads.maryland.gov/itms_public/?stationid=S1999020039,4032.0,4043.0,4064.0,4105.0,4200.0,4301.0,4392.0,4503.0,4484.0,4525.0,4112.0,4293.0,4314.0,4355.0,4410.0,4521.0,4612.0,4683.0,4664.0,4715.0,,,,,,,NO ERROR,,,,,,,,,,,1,13.65,100,100,0,"4,032","4,043","4,064","4,105","4,200","4,301","4,392","4,503","4,484","4,525","4,112","4,293","4,314","4,355","4,410","4,521","4,612","4,683","4,664","4,715",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-76.65286341047116,38.95877470530976,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
693,S2001020081,2.0,Anne Arundel,0.0,None,Ramp 8 Fr Md 295 Sb To Md 175 Wb,RP,295.0,  ,0.12,0.0,0.329,Exit 6 Ramp 8 Fr Md 295 Sb To Md 175 Wb,Exit 6  Ramp 08 Baltimore Washington Pkwy To Jessup Rd,Urban,2.0,Principal Arterial Other Freeways and Expressways,02000RP00295  02SSMD6         08,02000RP00295--100608,2.0,West,1.0,F,0.0,10.03,100.0,0.0,100.0,0.6631,https://maps.roads.maryland.gov/itms_public/?stationid=S2001020081,4730.0,4751.0,4760.0,4771.0,5800.0,5951.0,6062.0,5570.0,5521.0,5522.0,5060.0,5131.0,5140.0,5151.0,6210.0,6371.0,6492.0,5960.0,5911.0,5852.0,,,,,,,NO ERROR,,,,,,,,,,,1,10.03,100,0,100,"4,730","4,751","4,760","4,771","5,800","5,951","6,062","5,570","5,521","5,522","5,060","5,131","5,140","5,151","6,210","6,371","6,492","5,960","5,911","5,852",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-76.75519383903155,39.142461926692825,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
718,S2000020014,2.0,Anne Arundel,0.0,None,Annapolis Rd,MD,175.0,  ,2.45,2.27,3.27,Md 175 North Of Odenton Rd/sappington Station Rd,Sappington Station Rd To Md 170,Urban,4.0,Minor Arterial,02000MD00175  01NN**************,02000MD00175--1-----,1.0,North,3.0,F,1.0,7.98,54.7,49.27,50.73,5.2637,https://maps.roads.maryland.gov/itms_public/?stationid=S2000020014,,,,,,,,,14420.0,14421.0,,,,,,,,,15430.0,15291.0,46.0,11922.0,1719.0,86.0,543.0,105.0,NO ERROR,648.0,0.83796296,0.16203704,0.00318979,0.82671105,0.11920116,0.00596353,0.03765342,0.00728105,0.04493447,3,7.98,54.7,49.27,50.73,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"14,420","14,421",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"15,430","15,291",46,"11,922",86,"1,719",543,105,648,-76.68683118442569,39.08003479316921,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
746,S2008020032,2.0,Anne Arundel,0.0,None,Ramp 1 Fr Md 408 Nb To Md 4 Wb,RP,4.0,  ,0.02,0.0,0.05,Exit 4 Ramp 1 Fr Md 408 Nb To Md 4 Wb,Exit 4  Ramp 01 Mt Zion Rd To Ramp 8 Fr Md 408 Sb To Ramp 1 (to Md 4),Urban,3.0,Principal Arterial Other,02000RP00004  02WWMD4         01,02000RP00004--100401,2.0,West,1.0,F,0.0,12.54,100.0,0.0,100.0,0.0057,https://maps.roads.maryland.gov/itms_public/?stationid=S2008020032,,,4946.0,4921.0,270.0,281.0,292.0,303.0,304.0,315.0,,,,5265.0,290.0,301.0,312.0,323.0,324.0,335.0,,,,,,,NO ERROR,,,,,,,,,,,1,12.54,100,0,100,N/A,N/A,"4,946","4,921",270,281,292,303,304,315,N/A,N/A,N/A,"5,265",290,301,312,323,324,335,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-76.70391142335286,38.81095456242198,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
747,B020048,2.0,Anne Arundel,0.0,None,Piney Orchard Pkwy,CO,5496.0,  ,2.64,1.41,2.74,Piney Orchard Pkwy-.10 Mi S Of Md175,Waugh Chapel Rd To Md 175,Urban,4.0,Minor Arterial,02000CO05496  01NN**************,02000CO05496--1-----,1.0,South,4.0,F,0.0,8.53,63.63,49.45,50.55,13.5159,https://maps.roads.maryland.gov/itms_public/?stationid=B020048,25152.0,24750.0,24551.0,24602.0,24850.0,25501.0,25992.0,26960.0,26721.0,27842.0,26912.0,26730.0,26521.0,26572.0,26590.0,27291.0,27812.0,28850.0,28591.0,28322.0,,,,,,,NO ERROR,,,,,,,,,,,4,8.53,63.63,49.45,50.55,"25,152","24,750","24,551","24,602","24,850","25,501","25,992","26,960","26,721","27,842","26,912","26,730","26,521","26,572","26,590","27,291","27,812","28,850","28,591","28,322",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-76.69936052129258,39.08595199253848,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
