link_id,observed_volume,count_id,road_name,route_id,county
mdot_aadt_S2003030033_209,7151.00000000,S2003030033,Ramp 5 Fr Is 695 Sb To Md 542 Eb,03000RP00695  02SSIS29B       05,Baltimore
mdot_aadt_B020102_210,8325.00000000,B020102,Solomons Island Rd,02000MD00002AD01NN**************,Anne Arundel
mdot_aadt_S2011070497_211,2381.00000000,S2011070497,Ramp 1 Fr Md 222 Nb To Ramp 8 (to Is 95),07000RP00095  02NNIS93        01,Cecil
mdot_aadt_B1074_212,22171.00000000,B1074,Rolling Rd,03000MD00166  01NN**************,Baltimore
mdot_aadt_S2010050002_213,2193.00000000,S2010050002,Ramp 1 Fr Md 313 Nb To Ramp 8 (to Md404),05000RP00404  02SSMD7         01,Caroline
mdot_aadt_S2012030054_214,2131.00000000,S2012030054,Winkler St,03000CO03965  01SS**************,Baltimore
mdot_aadt_B1109_215,204272.00000000,B1109,Balto Beltway,03000IS00695  01NN**************,Baltimore
mdot_aadt_B010045_216,104.00000000,B010045,Mv Smith Rd,01000CO00570  01SS**************,Allegany
mdot_aadt_B0792_217,21711.00000000,B0792,Aviation Blvd,02000MD00162  01NN**************,Anne Arundel
mdot_aadt_B1205_218,24132.00000000,B1205,No Name,03000MD00795  01EE**************,Baltimore
mdot_aadt_V2013000031_219,5651.00000000,V2013000031,Ramp 6 Fr Is 68 Eb To Winston St,01000RP00068  02SSIS43B       06,Allegany
mdot_aadt_S2010030034_220,3235.00000000,S2010030034,Joppa Rd,03000CO04021  01SS**************,Baltimore
mdot_aadt_B0600_221,10262.00000000,B0600,Solomons Island Rd,04000MD00002  01NN**************,Calvert
mdot_aadt_S2012030120_222,3291.00000000,S2012030120,Margate Rd,03000CO00868  01EE**************,Baltimore
mdot_aadt_B1154_223,17690.00000000,B1154,Liberty Rd,03000MD00026  01EE**************,Baltimore
mdot_aadt_B010014_224,2802.00000000,B010014,Pittsburgh Plate Glass Rd,01000CO00832  01NN**************,Allegany
mdot_aadt_S1999030095_225,27952.00000000,S1999030095,Ramp 8 Fr Is 695 Sb To Is 795 Wb,03000RP00695  02WWIS19        08,Baltimore
mdot_aadt_S2010010035_226,330.00000000,S2010010035,Ramp 6 Fr Is 68 Eb To Md 952 Sb,01000RP00068  02SSIS45        06,Allegany
mdot_aadt_S2010030111_227,843.00000000,S2010030111,Ramp 5 Fr Us 1 Sb To Md 43 Eb,03000RP00043  02WWMD1         05,Baltimore
mdot_aadt_S2011020852_228,1732.00000000,S2011020852,Mountain Top Dr                         ,02000CO02463  01WW**************,Anne Arundel
mdot_aadt_S2001030128_229,13983.00000000,S2001030128,Ramp 2 Fr Md 150 Wb To Md 702 Nb,03000RP00702  02WWMD1         02,Baltimore
mdot_aadt_S2010020093_230,8633.00000000,S2010020093,Ramp 3 Fr Md 3bu To Ramp 2 (to Is97 Nb),02000RP00097  02NNIS12        03,Anne Arundel
mdot_aadt_B1167_231,80102.00000000,B1167,Baltimore Washington Pkwy,03000MD00295  01NN**************,Baltimore
mdot_aadt_S2009030041_232,49235.00000000,S2009030041,Owings Mills Blvd,03000MD00940  01NN**************,Baltimore
mdot_aadt_S2000030088_233,8153.00000000,S2000030088,Ramp 5 Fr Ramp 8 (fr Md 695) To Md 7 Eb,03000RP00695  02SSMD34        05,Baltimore
mdot_aadt_S2012030145_234,14491.00000000,S2012030145,Putty Hill Ave,03000CO03482  01EE**************,Baltimore
mdot_aadt_B0973_235,35361.00000000,B0973,No Name,03000IS00070  01EE**************,Baltimore
mdot_aadt_S2006010046_236,2121.00000000,S2006010046,Ramp 7 Fr Is 68 Wb To Md 658 Sb,01000RP00068  02NNIS40        07,Allegany
mdot_aadt_S2015030230_237,454.00000000,S2015030230,Campbell Blvd,03000OP07111  01SS**************,Baltimore
mdot_aadt_B020053_238,10103.00000000,B020053,Central Ave,02000MD00214  01EE**************,Anne Arundel
mdot_aadt_S2011020877_239,6282.00000000,S2011020877,Solley Rd,02000CO01546  01NN**************,Anne Arundel
mdot_aadt_S2014070538_240,1515.00000000,S2014070538,Glebe Rd,07000CO00295  01SS**************,Cecil
mdot_aadt_S2004020127_241,2282.00000000,S2004020127,Ramp 5 Fr Is 195 Sb To Md 295 Eb,02000RP00195  02SSIS2         05,Anne Arundel
mdot_aadt_B1180_242,22240.00000000,B1180,Washington Blvd,03000US00001AL01NN**************,Baltimore
mdot_aadt_S2004020083_243,8583.00000000,S2004020083,Ramp 1 Fr Riva Rd Nb To Md 665 Wb,02000RP00665  02WWMD1         01,Anne Arundel
mdot_aadt_B1423_244,3581.00000000,B1423,Federalsburg Hwy,05000MD00313  01NN**************,Caroline
mdot_aadt_V2013000204_245,1803.00000000,V2013000204,Ramp 8 Fr Is 83 Sb To Md 137 Wb,03000RP00083  02SSIS27        08,Baltimore
mdot_aadt_B0735_246,40521.00000000,B0735,Defense Hwy,02000MD00450  01EE**************,Anne Arundel
mdot_aadt_V2013000003_247,561.00000000,V2013000003,Ramp 6 Fr Is 68 Eb To Midlothian Rd Sb,01000RP00068  02SSIS33        06,Allegany
mdot_aadt_V2013000108_248,8963.00000000,V2013000108,Ramp 6 Fr Md 100 Eb To Catherine Ave Sb,02000RP00100  02EEMD19        06,Anne Arundel
mdot_aadt_S2017030284_249,2172.00000000,S2017030284,Sherwood Rd,03000MD00045D 01WW**************,Baltimore
mdot_aadt_S2011020871_250,13002.00000000,S2011020871,Marley Station Rd,02000CO00780  01SS**************,Anne Arundel
mdot_aadt_S2009030105_251,3792.00000000,S2009030105,Ramp 4 Fr Md 695 Nb To Md 158 Eb,03000RP00695  02EEMD43        04,Baltimore
mdot_aadt_B0793_252,9092.00000000,B0793,Andover Rd,02000MD00762  01NN**************,Anne Arundel
mdot_aadt_S2013030259_253,4600.00000000,S2013030259,Ramp 5 Fr Rp 8 (fr Is695 Sb) To Md 26 Eb,03000RP00695  02SSIS18        05,Baltimore
mdot_aadt_V2013000052_254,5784.00000000,V2013000052,Ramp 4 Fr Guilford Rd To Md 32 Eb,02000RP00032  02SSMD11        04,Anne Arundel
mdot_aadt_S2014050626_255,305.00000000,S2014050626,Cedar La,05000CO00041  01NN**************,Caroline
mdot_aadt_S2010030135_256,1543.00000000,S2010030135,Ramp 1 Fr Rp 4 (fr Is83 Nb) To Md 137 Wb,03000RP00083  02NNIS27        01,Baltimore
mdot_aadt_S2011020912_257,10412.00000000,S2011020912,East West Blvd,02000CO05404  01EE**************,Anne Arundel
mdot_aadt_S1999030173_258,1760.00000000,S1999030173,Ramp 6 Fr Franklin Blvd To Is 795 Sb,03000RP00795  02SSIS7         06,Baltimore
mdot_aadt_S2000020153_259,9040.00000000,S2000020153,Ramp 8 Fr Ramp 5 To Ramp 1 (to Md100 Wb),02000RP00097  02WWIS14        08,Anne Arundel
mdot_aadt_S2014050534_260,655.00000000,S2014050534,Auction Rd,05000CO00459  01EE**************,Caroline
mdot_aadt_B030024_261,5842.00000000,B030024,Satyr Hill Rd,03000CO06218  01NN**************,Baltimore
mdot_aadt_B010016_262,1960.00000000,B010016,Bedford St,01041MU00270  01SS**************,Allegany
mdot_aadt_S2011030384_263,9582.00000000,S2011030384,Ebenezer Rd,03000CO04076  01SS**************,Baltimore
mdot_aadt_B1344_264,11972.00000000,B1344,Hallowing Point Rd,04000MD00231  01EE**************,Calvert
mdot_aadt_S2009030141_265,9580.00000000,S2009030141,Pot Spring Rd,03000CO00811  01NN**************,Baltimore
mdot_aadt_B0984_266,46044.00000000,B0984,Harbor Tunnel Thruway,03000IS00895  01NN**************,Baltimore
mdot_aadt_B0520_267,50031.00000000,B0520,National Freeway,01000IS00068  01EE**************,Allegany
mdot_aadt_S2010010061_268,153.00000000,S2010010061,Ramp 4 Fr Md 948al Nb To Is 68 Eb,01000RP00068  02EEIS64        04,Allegany
mdot_aadt_V2013000173_269,31701.00000000,V2013000173,Ramp 2 Fr Is 70 Wb To Is 695 Nb,03000RP00070  02WWIS91        02,Baltimore
mdot_aadt_S2010020163_270,3343.00000000,S2010020163,Ramp 1 Fr Is 695 Nb To Md 969a Wb,02000RP00695  02NNIS8         01,Anne Arundel
mdot_aadt_S2011020868_271,6482.00000000,S2011020868,Elvaton Rd,02000CO01398  01WW**************,Anne Arundel
mdot_aadt_S2010030187_272,2472.00000000,S2010030187,Ramp 6 Fr Md 372 Eb To Is 695 Eb,03000RP00695  02EEIS12B       06,Baltimore
mdot_aadt_S2011031021_273,6191.00000000,S2011031021,Forest Park Ave,03000CO02537  01SS**************,Baltimore
mdot_aadt_B090007_274,9860.00000000,B090007,Maryland Ave,09019MU00910  01WW**************,Dorchester
mdot_aadt_B2426_275,12913.00000000,B2426,Jarrettsville Pike,03000MD00146  01NN**************,Baltimore
mdot_aadt_S2005050007_276,3163.00000000,S2005050007,Ramp 8 Fr Md 313 Sb To Md 404 Wb,05000RP00404  02SSMD7         08,Caroline
mdot_aadt_S2017030283_277,1852.00000000,S2017030283,Carroll Manor Rd,03000CO00271  01EE**************,Baltimore
mdot_aadt_B010011_278,891.00000000,B010011,Valley Rd,01000CO00439  01NN**************,Allegany
mdot_aadt_V2013000016_279,5240.00000000,V2013000016,Ramp 2 Fr Is 68 Wb To Greene St Nb,01000RP00068  02WWIS42        02,Allegany
mdot_aadt_S2005030013_280,3901.00000000,S2005030013,Bethlehem Blvd,03000OP00530  01NN**************,Baltimore
mdot_aadt_S2017010216_281,1022.00000000,S2017010216,Gephart Dr,01041MU01480  01SS**************,Allegany
mdot_aadt_S2014070294_282,3175.00000000,S2014070294,Warburton Rd,07000CO00411  01EE**************,Cecil
mdot_aadt_S2011020765_283,2862.00000000,S2011020765,Green Briar La,02003MU01371  01SS**************,Anne Arundel
mdot_aadt_B2060_284,9581.00000000,B2060,Old National Pike,10000MD00144FB01EE**************,Frederick
mdot_aadt_S2009030013_285,2824.00000000,S2009030013,Ramp 7 Fr Md 151 Wb To Md 150 Sb,03000RP00150  02NNMD1         07,Baltimore
mdot_aadt_S1998020076_286,4210.00000000,S1998020076,Ramp 9 Fr Ramp 7(fr Is595)to Jennifer Rd,02000RP00595  02NNIS23        09,Anne Arundel
mdot_aadt_S2008030103_287,3171.00000000,S2008030103,Ramp 9 Fr Ramp 2 (fr Is695) To Md 45 Eb,03000RP00695  02WWIS26        09,Baltimore
mdot_aadt_S2005030036_288,15841.00000000,S2005030036,Ramp 1 Fr Md 25a Nb To Is 695 Wb,03000RP00083  02NNIS13        01,Baltimore
mdot_aadt_B0626_289,141321.00000000,B0626,No Name,02000IS00097  01NN**************,Anne Arundel
mdot_aadt_S2012030140_290,18070.00000000,S2012030140,Hillen Rd                               ,03000CO01180  01EE**************,Baltimore
mdot_aadt_B1002_291,9711.00000000,B1002,Greenspring Valley Rd,03000MD00130  01EE**************,Baltimore
mdot_aadt_B0568_292,16461.00000000,B0568,Mcmullen Hwy,01000US00220  01NN**************,Allegany
mdot_aadt_B030017_293,3682.00000000,B030017,Shelbourne Rd,03000CO03043  01NN**************,Baltimore
mdot_aadt_S2013030258_294,72.00000000,S2013030258,Ramp 9 Fr Md 695 Sb To Md 695 C,03000RP00695  02SSMD44        09,Baltimore
mdot_aadt_B0756_295,16965.00000000,B0756,Balto Annapolis Blvd,02000MD00648E 01NN**************,Anne Arundel
mdot_aadt_S1998030191_296,2333.00000000,S1998030191,Ramp 6 Fr Md 439 Eb To Is 83 Sb,03000RP00083  02SSIS36        06,Baltimore
mdot_aadt_B020018_297,2181.00000000,B020018,Ridge Rd,02000CO00582  01NN**************,Anne Arundel
mdot_aadt_B1655_298,12211.00000000,B1655,Elkton Newark Rd,07000MD00279  01NN**************,Cecil
mdot_aadt_B0646_299,103871.00000000,B0646,Blue Star Memorial Hwy,02000US00050  01EE**************,Anne Arundel
mdot_aadt_B1994_300,1800.00000000,B1994,Main St,10000MD00194A 01NN**************,Frederick
mdot_aadt_S2009030012_301,964.00000000,S2009030012,Ramp 6 Fr Md 151 Eb To Md 150 Sb,03000RP00150  02SSMD1         06,Baltimore
mdot_aadt_V2013000141_302,4593.00000000,V2013000141,Ramp 7 Fr Is 595 Wb To Md 450 Sb,02000RP00595  02WWIS22        07,Anne Arundel
mdot_aadt_S2006030060_303,4130.00000000,S2006030060,Ramp 4 Fr Md 139 Nb To Is 695 Eb,03000RP00695  02NNIS25        04,Baltimore
mdot_aadt_B0730_304,19500.00000000,B0730,Davidsonville Rd,02000MD00424  01NN**************,Anne Arundel
mdot_aadt_B0628_305,121961.00000000,B0628,No Name,02000IS00097  01NN**************,Anne Arundel
mdot_aadt_S2010020149_306,6380.00000000,S2010020149,Ramp 8 Fr Md 2 Sb To Md 100 Wb,02000RP00100  02SSMD16        08,Anne Arundel
mdot_aadt_B1021_307,36981.00000000,B1021,Charles St,03000MD00139  01NN**************,Baltimore
mdot_aadt_V2013000032_308,10210.00000000,V2013000032,Ramp 8 Fr Harrison St To Is 68 Wb,01000RP00068  02WWIS43B       08,Allegany
mdot_aadt_B030093_309,23292.00000000,B030093,Goucher Blvd,03000CO03333  01NN**************,Baltimore
mdot_aadt_B070015_310,2480.00000000,B070015,Jackson Station Rd,07000CO00102  01NN**************,Cecil
mdot_aadt_S2001020074_311,2913.00000000,S2001020074,Ramp 6 Fr Md 170 Eb To Is 195 Sb,02000RP00195  02EEIS1         06,Anne Arundel
mdot_aadt_B0958_312,34141.00000000,B0958,Perring Pkwy,03000MD00041  01NN**************,Baltimore
mdot_aadt_S1999030054_313,7081.00000000,S1999030054,Ramp 7 Fr Md 26 Wb To Is 695 Sb,03000RP00695  02WWIS18        07,Baltimore
mdot_aadt_S2001020081_314,5522.00000000,S2001020081,Ramp 8 Fr Md 295 Sb To Md 175 Wb,02000RP00295  02SSMD6         08,Anne Arundel
mdot_aadt_S2017030312_315,2352.00000000,S2017030312,Riverside Dr,03000CO04968  01SS**************,Baltimore
mdot_aadt_S2005030092_316,662.00000000,S2005030092,Ramp 3 Fr Belfast Rd Eb To Is 83 Nb,03000RP00083  02SSIS24        03,Baltimore
mdot_aadt_S2011020847_317,1662.00000000,S2011020847,Whitehall Rd,02000CO02504  01SS**************,Anne Arundel
mdot_aadt_S2009030004_318,8272.00000000,S2009030004,Ramp 7 Fr Is 895 Wb To Md 295 Sb,03000RP00895  02WWIS4         07,Baltimore
mdot_aadt_V2013000083_319,24600.00000000,V2013000083,Ramp 6 Fr Md 100 Eb To Is 97 Sb,02000RP00097  02SSIS14        06,Anne Arundel
mdot_aadt_V2013000253_320,6282.00000000,V2013000253,Ramp 6 Fr Is 695 Eb To Md 129 Sb,03000RP00695  02EEIS21        06,Baltimore
mdot_aadt_S2009030075_321,2601.00000000,S2009030075,New Forge Rd,03000CO06112  01EE**************,Baltimore
mdot_aadt_S2012030090_322,9691.00000000,S2012030090,Silver Spring Rd,03000CO04090  01SS**************,Baltimore
mdot_aadt_B1311_323,32212.00000000,B1311,Southern Md Blvd,04000MD00004  01NN**************,Calvert
mdot_aadt_S2011030953_324,3621.00000000,S2011030953,Sacred Heart La,03000CO00462  01SS**************,Baltimore
mdot_aadt_B1119_325,3574.00000000,B1119,Sparrows Point Rd,03000CO08017  01NN**************,Baltimore
mdot_aadt_B4028_326,17711.00000000,B4028,National Freeway,01000IS00068  01EE**************,Allegany
mdot_aadt_S2010010050_327,1383.00000000,S2010010050,Ramp 8 Fr Md 948ad Sb To Is 68 Wb,01000RP00068  02WWIS50        08,Allegany
mdot_aadt_V2013000005_328,3141.00000000,V2013000005,Ramp 2 Fr Is 68 Wb To Md 36 Nb,01000RP00068  02WWIS34        02,Allegany
mdot_aadt_S2012030101_329,7701.00000000,S2012030101,Glen Arm Rd E,03000CO06933  01NN**************,Baltimore
mdot_aadt_S2002020012_330,1043.00000000,S2002020012,Ramp 8 Fr Md 648e To Ramp 1 (to Is695),02000RP00695  02EEIS5         08,Anne Arundel
mdot_aadt_S2012021519_331,1281.00000000,S2012021519,Chaptico South,02000CO00968  01SS**************,Anne Arundel
mdot_aadt_V2013000304_332,17480.00000000,V2013000304,Ramp 1 Fr Ramp 4 (fr Is795) To Md 940 Wb,03000RP00795  02WWIS4         01,Baltimore
mdot_aadt_S2011030989_333,7851.00000000,S2011030989,Old Frederick Rd,03000CO02900  01SS**************,Baltimore
mdot_aadt_B1086_334,27271.00000000,B1086,Loch Raven Blvd,03000MD00542  01NN**************,Baltimore
mdot_aadt_S1999050006_335,3212.00000000,S1999050006,Legion Rd,05000MD00619B 01EE**************,Caroline
mdot_aadt_S2012031552_336,5861.00000000,S2012031552,Jerusalem Rd,03000CO03918  01NN**************,Baltimore
mdot_aadt_S2012011469_337,691.00000000,S2012011469,Shaft Rd,01000CO00074  01SS**************,Allegany
mdot_aadt_S2000020157_338,103831.00000000,S2000020157,No Name,02000MD00100  01EE**************,Anne Arundel
mdot_aadt_V2013000105_339,2950.00000000,V2013000105,Ramp 1 Fr Md 2 Nb To Md 100 Wb,02000RP00100  02NNMD16        01,Anne Arundel
mdot_aadt_B010027_340,460.00000000,B010027,Pine Ave,01041MU02790  01EE**************,Allegany
mdot_aadt_B070001_341,2072.00000000,B070001,Little Egypt Rd,07000CO00145  01NN**************,Cecil
mdot_aadt_S2006020046_342,8234.00000000,S2006020046,Ramp 3 Fr Md 198 Eb To Md 295 Nb,02000RP00295  02SSMD2         03,Anne Arundel
mdot_aadt_S2010030156_343,893.00000000,S2010030156,Ramp 4 Fr Ramp 1 (fr Md695) To Md 151 Eb,03000RP00151  02NNMD6         04,Baltimore
mdot_aadt_S2007020029_344,12395.00000000,S2007020029,Ramp 4 Fr Md 2 Nb To Is 595 Eb,02000RP00595  02NNIS23        04,Anne Arundel
mdot_aadt_B1435_345,4603.00000000,B1435,Burrsville Rd,05000MD00317  01EE**************,Caroline
mdot_aadt_S2005030037_346,6352.00000000,S2005030037,Ramp 2 Fr Ramp 7 Fr Is83/is695 To Md25a,03000RP00083  02NNIS13        02,Baltimore
mdot_aadt_B0770_347,32201.00000000,B0770,Forest Dr,02000CO05464  01SS**************,Anne Arundel
mdot_aadt_S2010020108_348,9620.00000000,S2010020108,Ramp 5 Fr Is 97 Sb To Md 100 Eb,02000RP00097  02SSIS14        05,Anne Arundel
mdot_aadt_S1999030167_349,1821.00000000,S1999030167,Ramp 9 Fr Ramp 6 To Sulpher Spring Rd,03000RP00095  02SSIS49        09,Baltimore
mdot_aadt_S2012030010_350,3351.00000000,S2012030010,Morse La,03000CO05816  01NN**************,Baltimore
mdot_aadt_S2011030996_351,5971.00000000,S2011030996,Sulphur Spring Rd,03000CO03071  01EE**************,Baltimore
mdot_aadt_B020065_352,1762.00000000,B020065,Southern Md Blvd,02000MD00794  01NN**************,Anne Arundel
mdot_aadt_B1198_353,40010.00000000,B1198,Balto Beltway,03000MD00695  01NN**************,Baltimore
mdot_aadt_V2013000240_354,3862.00000000,V2013000240,Ramp 2 Fr Edmondson Ave To Is 695 Nb,03000RP00695  02WWIS14        02,Baltimore
mdot_aadt_V2013000054_355,16741.00000000,V2013000054,Ramp 6 Fr Us 50 Eb To Md 450 Sb,02000RP00050  02EEUS27        06,Anne Arundel
mdot_aadt_V2013000066_356,663.00000000,V2013000066,Ramp 5 Fr Md 908d Sb To Us 50 Eb,02000RP00050  02SSUS32        05,Anne Arundel
mdot_aadt_S2008030104_357,262.00000000,S2008030104,Ramp 9 Fr Ramp 2 (is 695) To Hampton La,03000RP00695  02NNIS27        09,Baltimore
mdot_aadt_V2013000073_358,10323.00000000,V2013000073,Ramp 4 Fr Is 97 Nb To Veterans Hwy,02000RP00097  02NNIS10        04,Anne Arundel
mdot_aadt_B090013_359,2521.00000000,B090013,Glasgow St,09019MU00520  01SS**************,Dorchester
mdot_aadt_B1033_360,10765.00000000,B1033,Frederick Rd,03000MD00144  01EE**************,Baltimore
mdot_aadt_B0970_361,5123.00000000,B0970,York Rd,03000MD00045  01NN**************,Baltimore
mdot_aadt_V2013000272_362,7743.00000000,V2013000272,Ramp 6 Fr Md 7 Eb To Md 695 Sb,03000RP00695  02EEMD34        06,Baltimore
mdot_aadt_S2012030000_363,3881.00000000,S2012030000,Tollgate Rd,03000CO00564  01EE**************,Baltimore
mdot_aadt_B1110_364,147520.00000000,B1110,Balto Beltway,03000IS00695  01NN**************,Baltimore
mdot_aadt_S2010020073_365,1583.00000000,S2010020073,Ramp 8 Fr Md 10 Sb To Md 270 Wb,02000RP00010  02SSMD5         08,Anne Arundel
mdot_aadt_B010044_366,1124.00000000,B010044,Lower Georges Creek Rd,01000MD00935  01NN**************,Allegany
mdot_aadt_S2009030045_367,4201.00000000,S2009030045,Seven Mile La,03000CO01576  01SS**************,Baltimore
mdot_aadt_S1999030097_368,27012.00000000,S1999030097,Ramp 3 Fr Is 795 Eb To Is 695 Nb,03000RP00695  02EEIS19        03,Baltimore
mdot_aadt_S2004020042_369,2011.00000000,S2004020042,Ramp 1 Fr Bay Dale Dr To Ramp 8(us50 Wb),02000RP00050  02WWUS28        01,Anne Arundel
mdot_aadt_S2010030113_370,603.00000000,S2010030113,Ramp 7 Fr Md 43 Wb To Ramp 6 (to Us 1),03000RP00043  02WWMD1         07,Baltimore
mdot_aadt_B020091_371,1422.00000000,B020091,Sands Rd,02000CO02714  01NN**************,Anne Arundel
mdot_aadt_V2013000300_372,12402.00000000,V2013000300,Ramp 2 Fr Md 372 To Is 695 Wb,03000RP00695  02WWIS12B       02,Baltimore
mdot_aadt_S2000020110_373,6103.00000000,S2000020110,Ramp 7 Fr Md 176 To Ramp 6 (to Is97 Sb),02000RP00097  02SSIS15        07,Anne Arundel
mdot_aadt_S2012030002_374,9051.00000000,S2012030002,Dolfield Rd S,03000CO02254  01SS**************,Baltimore
mdot_aadt_B0962_375,16973.00000000,B0962,York Rd,03000MD00045  01NN**************,Baltimore
mdot_aadt_B1327_376,8032.00000000,B1327,Dares Beach Rd,04000MD00402  01EE**************,Calvert
mdot_aadt_S2012030210_377,16141.00000000,S2012030210,Timonium Rd,03000CO00798  01WW**************,Baltimore
mdot_aadt_P0078_378,196357.00000000,P0078,Balto Beltway,03000IS00695  01NN**************,Baltimore
mdot_aadt_S2010020076_379,1743.00000000,S2010020076,Ramp 3 Fr Md 710 Eb To Md 10 Nb,02000RP00010  02EEMD6         03,Anne Arundel
mdot_aadt_B0566_380,5810.00000000,B0566,Church St,01000MD00135  01EE**************,Allegany
mdot_aadt_B0618_381,39692.00000000,B0618,Gov Ritchie Hwy,02000MD00002  01NN**************,Anne Arundel
mdot_aadt_S2011020884_382,1712.00000000,S2011020884,Main Ave,02000CO01755  01NN**************,Anne Arundel
mdot_aadt_B1640_383,5743.00000000,B1640,Telegraph Rd,07000MD00273  01EE**************,Cecil
mdot_aadt_S2006020025_384,4824.00000000,S2006020025,Ramp 5 Fr Md 295 Sb To Nsa Ent,02000RP00295  02SSMD5         05,Anne Arundel
mdot_aadt_S2013040190_385,6520.00000000,S2013040190,Huntingtown Rd,04000CO00010  01EE**************,Calvert
mdot_aadt_B1061_386,34391.00000000,B1061,Eastern Blvd,03000MD00150  01EE**************,Baltimore
