OBJECTID,LOCATION_ID,COUNTY_ID,COUNTY_DESC,MUN_SORT,MUNICIPALITY,ROADNAME,ID_PREFIX,ID_RTE_NO,MP_SUFFIX,ID_MP,BEGIN_SECTION,END_SECTION,STATION_DESC,ROAD_SECTION,RURAL_URBAN,F_SYSTEM,F_SYSTEM_DESC,ROUTEID,ROUTEID_RH,MAIN_LINE,PEAK_HOUR_DIRECTION,NUM_LANES,COUNTED_FACTORED,STMP_SEQ,K_FACTOR,D_FACTOR,NORTH_EAST_SPLIT,SOUTH_WEST_SPLIT,AVMT,LINK,AADT_2010,AADT_2011,AADT_2012,AADT_2013,AADT_2014,AADT_2015,AADT_2016,AADT_2017,AADT_2018,AADT,AAWDT_2010,AAWDT_2011,AAWDT_2012,AAWDT_2013,AAWDT_2014,AAWDT_2015,AAWDT_2016,AAWDT_2017,AAWDT_2018,AAWDT,MOTORCYCLE_AADT,CAR_AADT,LIGHT_TRUCK_AADT,BUS_AADT,SINGLE_UNIT_AADT,COMBINATION_UNIT_AADT,LOC_ERROR,Shape_Length0,TRUCK_AADT,SUTRUCK_AADT_PCT_TRUCK,CUTRUCK_AADT_PCT_TRUCK,MCYCLE_AADT_PCT_OVERALL,CAR_AADT_PCT_OVERALL,LIGHT_TRUCK_AADT_PCT_OVERALL,BUS_AADT_PCT_OVERALL,SUTRUCK_AADT_PCT_OVERALL,CUTRUCK_AADT_PCT_OVERALL,TRUCK_AADT_PCT_OVERALL,NUM_LANES_ANNO,K_FACTOR_ANNO,D_FACTOR_ANNO,NORTH_EAST_SPLIT_ANNO,SOUTH_WEST_SPLIT_ANNO,AADT_2010_ANNO,AADT_2011_ANNO,AADT_2012_ANNO,AADT_2013_ANNO,AADT_2014_ANNO,AADT_2015_ANNO,AADT_2016_ANNO,AADT_2017_ANNO,AADT_2018_ANNO,AADT_ANNO,AAWDT_2010_ANNO,AAWDT_2011_ANNO,AAWDT_2012_ANNO,AAWDT_2013_ANNO,AAWDT_2014_ANNO,AAWDT_2015_ANNO,AAWDT_2016_ANNO,AAWDT_2017_ANNO,AAWDT_2018_ANNO,AAWDT_ANNO,MOTORCYCLE_AADT_ANNO,CAR_AADT_ANNO,BUS_AADT_ANNO,LIGHT_TRUCK_AADT_ANNO,SINGLE_UNIT_AADT_ANNO,COMBINATION_UNIT_AADT_ANNO,TRUCK_AADT_ANNO,Shape.STLength(),_source_layer_title,_source_layer_url,COUNTY,DISTRICT,TSD_ID,OBJECTID_1,COUNTY_FIP,COUNTYNUM,Shape.STArea(),CUTRUCK__AADT_PCT_TRUCK,longitude,latitude,Shape__Length,AADT_2019,AAWDT_2019,AADT_2020,AAWDT_2020,AADT_2021,AAWDT_2021,AADT_2022,AAWDT_2022,GlobalID,AADT_2023,AAWDT_2023
3248,S2010160158,16.0,Prince George's,0.0,None,Ramp 11 Fr Ramp 8 To Corporate Dr,RP,95.0,  ,0.3,0.0,0.43,Exit 19 1 Ramp 11 Fr Ramp 8 (fr Is 95 Sb) To Corporate Dr ,Exit 19 Ramp 11 Ramp 8 Fr Is 95 Sb To Is 595 Wb To Corporate Dr,Urban,1.0,Interstate,16000RP00095  02SSIS19        11,16000RP00095--101911,2.0,West,1.0,F,0.0,10.09,100.0,0.0,100.0,0.6389,https://maps.roads.maryland.gov/itms_public/?stationid=S2010160158,3740.0,3741.0,3762.0,3803.0,3770.0,3861.0,3942.0,4043.0,4040.0,4071.0,3960.0,3971.0,3992.0,4033.0,3960.0,4051.0,4142.0,4213.0,4200.0,4231.0,,,,,,,NO ERROR,2376.80869065,,,,,,,,,,,1,10.09,100,0,100,"3,740","3,741","3,762","3,803","3,770","3,861","3,942","4,043","4,040","4,071","3,960","3,971","3,992","4,033","3,960","4,051","4,142","4,213","4,200","4,231",N/A,N/A,N/A,N/A,N/A,N/A,N/A,931.0315224722499,AADT,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/1,,,,,,,,,,,,,,,,,,,,,,
3251,B2797,15.0,Montgomery,0.0,None,Connecticut Ave,MD,185.0,  ,5.82,4.54,5.92,Md185-.10 Mi S Of Md586,Md 193 To Md 586,Urban,3.0,Principal Arterial Other,15000MD00185  01NN**************,15000MD00185--1-----,1.0,South,6.0,C,0.0,7.8,79.79,46.67,53.33,18.2239,https://maps.roads.maryland.gov/itms_public/?stationid=B2797,39950.0,40111.0,39792.0,37270.0,37161.0,38132.0,35300.0,36151.0,35832.0,36180.0,42750.0,43321.0,42982.0,40250.0,39761.0,40802.0,37770.0,38681.0,38342.0,38350.0,,,,,,,NO ERROR,7303.83500259,,,,,,,,,,,6,7.8,79.79,46.67,53.33,"39,950","40,111","39,792","37,270","37,161","38,132","35,300","36,151","35,832","36,180","42,750","43,321","42,982","40,250","39,761","40,802","37,770","38,681","38,342","38,350",N/A,N/A,N/A,N/A,N/A,N/A,N/A,2874.054112025521,AADT,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/1,,,,,,,,,,,,,,,,,,,,,,
3252,V2013000612,16.0,Prince George's,0.0,None,Ramp 7 Fr Md 223 Wb To Md 5 Sb,RP,5.0,  ,-1.0,0.07,0.31,Calculated Location,Exit 7  Ramp 07 Ramp 6 Fr Md 223 Eb To Ramp 7 (to Md 5) To Branch Ave,Urban,2.0,Principal Arterial Other Freeways and Expressways,16000RP00005  02SSMD7         07,16000RP00005--100707,2.0,,1.0,F,0.0,,,,,0.3403,CALCULATED LOCATION,,,,,,,,,3884.0,3885.0,,,,,,,,,4164.0,4125.0,,,,,,,NO ERROR,1326.72803163,,,,,,,,,,,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"3,884","3,885",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"4,164","4,125",N/A,N/A,N/A,N/A,N/A,N/A,N/A,519.604616454785,AADT,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/1,,,,,,,,,,,,,,,,,,,,,,
3253,V2013000588,15.0,Montgomery,0.0,None,Ramp 5 Fr Ramp 11 (fr Is495) To Md 190,RP,495.0,  ,-1.0,0.0,0.1,Calculated Location,Exit 39 Ramp 05 Ramp 11 Fr Is 495 Sb To Is 495x Sb To Ramp 8 Fr Ramp 5 (fr Is495) To Md 190 Wb,Urban,1.0,Interstate,15000RP00495  02SSIS39        05,15000RP00495--103905,2.0,,1.0,F,0.0,,,,,0.4822,CALCULATED LOCATION,,,,,,,,,13120.0,13211.0,,,,,,,,,13650.0,13741.0,,,,,,,NO ERROR,574.37760658,,,,,,,,,,,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"13,120","13,211",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"13,650","13,741",N/A,N/A,N/A,N/A,N/A,N/A,N/A,225.4573618314326,AADT,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/1,,,,,,,,,,,,,,,,,,,,,,
3254,B3249,16.0,Prince George's,0.0,None,Allentown Rd,MD,337.0,  ,0.3,0.0,1.61,Md337-.30 Mi N Of Md5,Md 5 To Suitland Rd,Urban,4.0,Minor Arterial,16000MD00337  01NN**************,16000MD00337--1-----,1.0,South,5.0,F,0.0,8.06,64.63,47.19,52.81,19.9184,https://maps.roads.maryland.gov/itms_public/?stationid=B3249,31512.0,31643.0,31394.0,31465.0,31940.0,32771.0,33392.0,34193.0,33894.0,33895.0,33722.0,34173.0,33914.0,33985.0,34180.0,35071.0,35732.0,36593.0,36274.0,35935.0,49.0,29978.0,3024.0,197.0,579.0,68.0,NO ERROR,8445.01422546,647.0,0.89489954,0.10510046,0.00144564,0.88443723,0.0892167,0.00581207,0.01708217,0.0020062,0.01908836,5,8.06,64.63,47.19,52.81,"31,512","31,643","31,394","31,465","31,940","32,771","33,392","34,193","33,894","33,895","33,722","34,173","33,914","33,985","34,180","35,071","35,732","36,593","36,274","35,935",49,"29,978",197,"3,024",579,68,647,3306.464479880782,AADT,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/1,,,,,,,,,,,,,,,,,,,,,,
3255,S2005150080,15.0,Montgomery,0.0,None,Ramp 6 Fr Is 370 Eb To Ramp 7 (to Is270),RP,270.0,  ,0.05,0.0,0.18,Exit 9 Ramp 6 Fr Is 370 Eb To Ramp 7 (to Is 270 Sb),Exit 9  Ramp 06 No Name To Ramp 7 Fr Is 370 Wb To Is 270 Sb,Urban,1.0,Interstate,15000RP00270  02SSIS9         06,15000RP00270--100906,2.0,South,2.0,F,0.0,8.0,100.0,0.0,100.0,0.7333,https://maps.roads.maryland.gov/itms_public/?stationid=S2005150080,11694.0,12160.0,12221.0,12332.0,12323.0,10990.0,11221.0,11492.0,11080.0,11161.0,12404.0,12890.0,12951.0,13072.0,12943.0,11540.0,11781.0,11952.0,11520.0,11611.0,,,,,,,NO ERROR,1024.35667946,,,,,,,,,,,2,8,100,0,100,"11,694","12,160","12,221","12,332","12,323","10,990","11,221","11,492","11,080","11,161","12,404","12,890","12,951","13,072","12,943","11,540","11,781","11,952","11,520","11,611",N/A,N/A,N/A,N/A,N/A,N/A,N/A,402.30118485221004,AADT,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/1,,,,,,,,,,,,,,,,,,,,,,
3267,V2013000748,16.0,Prince George's,0.0,None,Ramp 10 Fr Is 595 Wb To Is 595 Wb,RP,595.0,  ,-1.0,0.59,0.81,Calculated Location,Exit 13 Ramp 10 Ramp 7 Fr Ramp 10 (fr Is 595) To Md 3 Sb To John Hanson Hwy,Urban,1.0,Interstate,16000RP00595  02WWIS13        10,16000RP00595--101310,5.0,,1.0,F,0.0,,,,,0.2057,CALCULATED LOCATION,,,,,,,,,2541.0,2562.0,,,,,,,,,2651.0,2672.0,,,,,,,NO ERROR,1187.48568394,,,,,,,,,,,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"2,541","2,562",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"2,651","2,672",N/A,N/A,N/A,N/A,N/A,N/A,N/A,465.0148708948499,AADT,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/1,,,,,,,,,,,,,,,,,,,,,,
3268,S2012150976,15.0,Montgomery,130.0,Rockville,Veirs Dr                                ,MU,3050.0,  ,0.08,0.0,0.55,Veirs Dr - .10 Mi East Of Glen Mill Rd,Glen Mill Rd To Wescott Pl,Urban,5.0,Major Collector,15130MU03050  01EE**************,15130MU03050--1-----,1.0,East,2.0,F,0.0,15.01,75.17,53.15,46.85,1.0883,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150976,,,5160.0,5171.0,5162.0,5303.0,5404.0,5535.0,5420.0,5421.0,,,5570.0,5591.0,5522.0,5673.0,5784.0,5875.0,5750.0,5961.0,,,,,,,NO ERROR,2909.99625917,,,,,,,,,,,2,15.01,75.17,53.15,46.85,N/A,N/A,"5,160","5,171","5,162","5,303","5,404","5,535","5,420","5,421",N/A,N/A,"5,570","5,591","5,522","5,673","5,784","5,875","5,750","5,961",N/A,N/A,N/A,N/A,N/A,N/A,N/A,1142.7022834421864,AADT,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/1,,,,,,,,,,,,,,,,,,,,,,
3270,S2012150800,15.0,Montgomery,0.0,None,Bushey Dr                               ,CO,1677.0,  ,0.03,0.0,1.01,Bushey Dr - Between Md 586 & Gannon Rd,Veirs Mill Rd To Littleton St,Urban,6.0,Minor Collector,15000CO01677  01NN**************,15000CO01677--1-----,1.0,North,2.0,F,0.0,8.67,58.54,50.08,49.92,0.3174,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150800,,,800.0,801.0,802.0,823.0,844.0,865.0,860.0,861.0,,,860.0,871.0,862.0,883.0,904.0,925.0,910.0,951.0,,,,,,,NO ERROR,5340.4308345,,,,,,,,,,,2,8.67,58.54,50.08,49.92,N/A,N/A,800,801,802,823,844,865,860,861,N/A,N/A,860,871,862,883,904,925,910,951,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2100.6961526612763,AADT,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/1,,,,,,,,,,,,,,,,,,,,,,
3272,B160108,16.0,Prince George's,82.0,Hyattsville,Crittenden St,MU,90.0,  ,0.1,0.0,0.14,Crittenden St-.10 Mi W Of Us1al,Us 1al To Rhode Island Ave,Urban,4.0,Minor Arterial,16082MU00090  01WW**************,16082MU00090--1-----,1.0,West,1.0,F,0.0,9.68,86.0,12.54,87.46,0.0257,https://maps.roads.maryland.gov/itms_public/?stationid=B160108,902.0,800.0,791.0,792.0,830.0,851.0,872.0,500.0,501.0,502.0,972.0,860.0,851.0,862.0,890.0,911.0,932.0,540.0,541.0,532.0,3.0,370.0,112.0,0.0,16.0,1.0,NO ERROR,711.6366125,17.0,0.94117647,0.05882353,0.0059761,0.73705179,0.22310757,0.0,0.03187251,0.00199203,0.03386454,1,9.68,86,12.54,87.46,902,800,791,792,830,851,872,500,501,502,972,860,851,862,890,911,932,540,541,532,3,370,0,112,16,1,17,278.9560866245807,AADT,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/1,,,,,,,,,,,,,,,,,,,,,,
3273,V2013000540,15.0,Montgomery,0.0,None,Ramp 5 Fr Is 270 Sb To Shady Grove Rd,RP,270.0,  ,-1.0,0.0,0.08,Calculated Location,Exit 8  Ramp 05 Eisenhower Memorial Hwy To Ramp 10 Fr Ramp 5 To Omega Dr,Urban,1.0,Interstate,15000RP00270  02EEIS8         05,15000RP00270--100805,2.0,,2.0,F,0.0,,,,,0.331,CALCULATED LOCATION,,,,,,,,,11243.0,11334.0,,,,,,,,,11703.0,11804.0,,,,,,,NO ERROR,463.30741598,,,,,,,,,,,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"11,243","11,334",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"11,703","11,804",N/A,N/A,N/A,N/A,N/A,N/A,N/A,182.42401833209252,AADT,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/1,,,,,,,,,,,,,,,,,,,,,,
3274,B160043,16.0,Prince George's,71.0,Greenbelt,Cherrywood La,MU,40.0,  ,1.48,0.0,1.58,Cherrywood La-.10 Mi S Of Md201,Md 193 To Md 201,Urban,5.0,Major Collector,16071MU00040  01NN**************,16071MU00040--1-----,1.0,North,3.0,F,0.0,9.4,65.54,48.69,51.31,5.0761,https://maps.roads.maryland.gov/itms_public/?stationid=B160043,9692.0,8590.0,8521.0,8542.0,8690.0,8921.0,9092.0,8880.0,8801.0,8802.0,10372.0,9280.0,9201.0,9232.0,9300.0,9551.0,9732.0,9410.0,9331.0,9682.0,12.0,7836.0,636.0,104.0,189.0,25.0,NO ERROR,8306.02520733,214.0,0.88317757,0.11682243,0.00136333,0.89025222,0.07225631,0.0118155,0.02147239,0.00284026,0.02431266,3,9.4,65.54,48.69,51.31,"9,692","8,590","8,521","8,542","8,690","8,921","9,092","8,880","8,801","8,802","10,372","9,280","9,201","9,232","9,300","9,551","9,732","9,410","9,331","9,682",12,"7,836",104,636,189,25,214,3260.206027234706,AADT,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/1,,,,,,,,,,,,,,,,,,,,,,
3281,V2013000681,16.0,Prince George's,0.0,None,Ramp 5 Fr Is 95 Sb To Is 595 Eb,RP,95.0,  ,-1.0,0.0,0.21,Calculated Location,Exit 19 Ramp 05 Capital Beltway To Ramp 10 Fr Md 950 To Ramp 5 (to Is 595),Urban,1.0,Interstate,16000RP00095  02SSIS19        05,16000RP00095--101905,2.0,,2.0,F,0.0,,,,,1.6205,CALCULATED LOCATION,,,,,,,,,20990.0,21141.0,,,,,,,,,21830.0,21981.0,,,,,,,NO ERROR,1022.21332586,,,,,,,,,,,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"20,990","21,141",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"21,830","21,981",N/A,N/A,N/A,N/A,N/A,N/A,N/A,401.57138641673254,AADT,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/1,,,,,,,,,,,,,,,,,,,,,,
3282,B3337,15.0,Montgomery,0.0,None,Sandy Spring Rd,MD,198.0,  ,-1.0,4.75,4.89,Md198-.50 Mi W Of Is95,Riding Stable Rd To Prince Georges Co/l,Urban,3.0,Principal Arterial Other,15000MD00198  01EE**************,15000MD00198--1-----,1.0,West,4.0,C,1.0,8.48,58.09,47.99,52.01,2.1135,https://maps.roads.maryland.gov/itms_public/?stationid=B3337,46022.0,43330.0,41200.0,42190.0,42061.0,43162.0,43950.0,45011.0,44612.0,41360.0,49242.0,46800.0,44500.0,45570.0,45011.0,46182.0,47030.0,48161.0,47742.0,43840.0,,,,,,,NO ERROR,960.28628888,,,,,,,,,,,4,8.48,58.09,47.99,52.01,"46,022","43,330","41,200","42,190","42,061","43,162","43,950","45,011","44,612","41,360","49,242","46,800","44,500","45,570","45,011","46,182","47,030","48,161","47,742","43,840",N/A,N/A,N/A,N/A,N/A,N/A,N/A,377.6498460674299,AADT,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/1,,,,,,,,,,,,,,,,,,,,,,
3283,B2953,15.0,Montgomery,0.0,None,Persimmon Tree Rd,CO,781.0,  ,0.46,0.0,1.99,Persimmon Tree Rd-.10 Mi S Of Is495,Mcarthur Blvd To Bradley Blvd,Urban,4.0,Minor Arterial,15000CO00781  01NN**************,15000CO00781--1-----,1.0,South,2.0,F,0.0,10.78,72.84,49.43,50.57,2.0207,https://maps.roads.maryland.gov/itms_public/?stationid=B2953,2931.0,2850.0,2831.0,2842.0,2833.0,2914.0,2975.0,2800.0,2781.0,2782.0,3141.0,3080.0,3061.0,3072.0,3033.0,3124.0,3195.0,3000.0,2981.0,2952.0,,,,,,,NO ERROR,10474.83481392,,,,,,,,,,,2,10.78,72.84,49.43,50.57,"2,931","2,850","2,831","2,842","2,833","2,914","2,975","2,800","2,781","2,782","3,141","3,080","3,061","3,072","3,033","3,124","3,195","3,000","2,981","2,952",N/A,N/A,N/A,N/A,N/A,N/A,N/A,4113.464723141835,AADT,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/1,,,,,,,,,,,,,,,,,,,,,,
3285,V2013000533,15.0,Montgomery,0.0,None,Ramp 3 Fr Md 189 Eb To Is 270 Nb,RP,270.0,  ,-1.0,0.08,0.2,Calculated Location,Exit 5  Ramp 03 Ramp 2 Fr Md 189 Wb To Ramp 3 (to Is270) To Eisenhower Memorial Hwy,Urban,1.0,Interstate,15000RP00270  02NNIS5         03,15000RP00270--100503,2.0,,1.0,F,0.0,,,,,0.4101,CALCULATED LOCATION,,,,,,,,,9301.0,9362.0,,,,,,,,,9671.0,9732.0,,,,,,,NO ERROR,566.84192458,,,,,,,,,,,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"9,301","9,362",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"9,671","9,732",N/A,N/A,N/A,N/A,N/A,N/A,N/A,222.56629708099243,AADT,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/1,,,,,,,,,,,,,,,,,,,,,,
3287,S2012161024,16.0,Prince George's,0.0,None,Good Luck Rd,CO,42.0,  ,6.69,6.409,6.857,Good Luck Rd - .10 Mi West Of Springfield Rd,Wingate Dr To Springfield Rd,Urban,5.0,Major Collector,16000CO00042  01EE**************,16000CO00042--1-----,1.0,East,2.0,F,0.0,11.68,79.12,54.32,45.68,0.2275,https://maps.roads.maryland.gov/itms_public/?stationid=S2012161024,,,1360.0,1361.0,1362.0,1403.0,1434.0,1475.0,1390.0,1391.0,,,1470.0,1471.0,1462.0,1503.0,1534.0,1565.0,1470.0,1531.0,,,,,,,NO ERROR,2355.80489293,,,,,,,,,,,2,11.68,79.12,54.32,45.68,N/A,N/A,"1,360","1,361","1,362","1,403","1,434","1,475","1,390","1,391",N/A,N/A,"1,470","1,471","1,462","1,503","1,534","1,565","1,470","1,531",N/A,N/A,N/A,N/A,N/A,N/A,N/A,923.4916413000946,AADT,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/1,,,,,,,,,,,,,,,,,,,,,,
3292,S2001150029,15.0,Montgomery,0.0,None,Ramp 6 Fr Us 29 Eb To Md 650 Sb,RP,29.0,  ,0.1,0.0,0.16,Exit 3 Ramp 6 Fr Us 29 Eb To Md 650 Sb,Exit 3  Ramp 06 Columbia Pike To New Hampshire Ave,Urban,3.0,Principal Arterial Other,15000RP00029  02EEUS3         06,15000RP00029--100306,2.0,East,1.0,F,0.0,8.96,100.0,100.0,0.0,0.111,https://maps.roads.maryland.gov/itms_public/?stationid=S2001150029,794.0,1750.0,1870.0,1871.0,1872.0,1923.0,1964.0,2015.0,1900.0,1901.0,854.0,1890.0,2020.0,2021.0,2002.0,2063.0,2104.0,2165.0,2030.0,2021.0,,,,,,,NO ERROR,871.61387944,,,,,,,,,,,1,8.96,100,100,0,794,"1,750","1,870","1,871","1,872","1,923","1,964","2,015","1,900","1,901",854,"1,890","2,020","2,021","2,002","2,063","2,104","2,165","2,030","2,021",N/A,N/A,N/A,N/A,N/A,N/A,N/A,341.89172577058775,AADT,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/1,,,,,,,,,,,,,,,,,,,,,,
3294,B2865,15.0,Montgomery,0.0,None,Rockville Pike,MD,355.0,  ,3.79,3.68,3.96,Md355-.20 Mi S Of Is495,Alta Vista Rd To Is 495,Urban,3.0,Principal Arterial Other,15000MD00355  01NN**************,15000MD00355--1-----,1.0,North,6.0,F,1.0,7.51,64.13,52.62,47.38,6.1025,https://maps.roads.maryland.gov/itms_public/?stationid=B2865,64231.0,64492.0,66400.0,66531.0,66332.0,62890.0,64091.0,65632.0,59710.0,59711.0,68731.0,69652.0,71710.0,71851.0,70982.0,67290.0,68581.0,70232.0,63890.0,63291.0,18.0,51928.0,5349.0,519.0,1566.0,331.0,NO ERROR,1454.11358006,1897.0,0.82551397,0.17448603,0.00030145,0.86965551,0.08958148,0.00869187,0.02622632,0.00554337,0.03176969,6,7.51,64.13,52.62,47.38,"64,231","64,492","66,400","66,531","66,332","62,890","64,091","65,632","59,710","59,711","68,731","69,652","71,710","71,851","70,982","67,290","68,581","70,232","63,890","63,291",18,"51,928",519,"5,349","1,566",331,1897,571.703484549616,AADT,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/1,,,,,,,,,,,,,,,,,,,,,,
3295,S1997160039,16.0,Prince George's,0.0,None,Ramp 7 Fr Is 95 Wb To Us 1 Sb,RP,95.0,  ,0.15,0.0,0.208,Exit 25 Ramp 7 Fr Is 95 Wb To Us 1,Exit 25 Ramp 07 Capital Beltway To Baltimore Ave,Urban,1.0,Interstate,16000RP00095  02WWIS25        07,16000RP00095--102507,2.0,West,2.0,C,0.0,7.32,100.0,0.0,100.0,1.0758,https://maps.roads.maryland.gov/itms_public/?stationid=S1997160039,13092.0,13113.0,12610.0,12721.0,12712.0,13190.0,13471.0,13792.0,13713.0,14170.0,13882.0,13903.0,13370.0,13481.0,13352.0,13850.0,14151.0,14342.0,14263.0,14740.0,,,,,,,NO ERROR,1596.52939863,,,,,,,,,,,2,7.32,100,0,100,"13,092","13,113","12,610","12,721","12,712","13,190","13,471","13,792","13,713","14,170","13,882","13,903","13,370","13,481","13,352","13,850","14,151","14,342","14,263","14,740",N/A,N/A,N/A,N/A,N/A,N/A,N/A,625.8902909133816,AADT,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/1,,,,,,,,,,,,,,,,,,,,,,
3297,S2012161130,16.0,Prince George's,0.0,None,Merrimac Dr,CO,668.0,  ,0.736,0.73,0.96,Merrimac Dr - Between Md 650 & New Hampshire Ave (serv La),Md 650 To Montgomery Co/l,Urban,5.0,Major Collector,16000CO00668  01WW**************,16000CO00668--1-----,1.0,West,2.0,F,0.0,8.37,53.46,51.58,48.42,0.4299,https://maps.roads.maryland.gov/itms_public/?stationid=S2012161130,,,4940.0,4951.0,4942.0,5073.0,5174.0,5305.0,5120.0,5121.0,,,5340.0,5351.0,5292.0,5433.0,5544.0,5625.0,5430.0,5631.0,,,,,,,NO ERROR,1216.58678834,,,,,,,,,,,2,8.37,53.46,51.58,48.42,N/A,N/A,"4,940","4,951","4,942","5,073","5,174","5,305","5,120","5,121",N/A,N/A,"5,340","5,351","5,292","5,433","5,544","5,625","5,430","5,631",N/A,N/A,N/A,N/A,N/A,N/A,N/A,476.65432165320243,AADT,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/1,,,,,,,,,,,,,,,,,,,,,,
3298,B2796,15.0,Montgomery,0.0,None,Connecticut Ave,MD,185.0,  ,4.5,4.4,4.54,Md185-.10 Mi N Of Md192,Md 192 To Md 193,Urban,3.0,Principal Arterial Other,15000MD00185  01NN**************,15000MD00185--1-----,1.0,North,6.0,C,0.0,7.02,62.59,46.97,53.03,2.6797,https://maps.roads.maryland.gov/itms_public/?stationid=B2796,56030.0,56251.0,55802.0,51620.0,51471.0,52812.0,52840.0,54111.0,53622.0,52440.0,59950.0,60751.0,60272.0,55750.0,55071.0,56512.0,56540.0,57901.0,57382.0,55590.0,,,,,,,NO ERROR,786.02435194,,,,,,,,,,,6,7.02,62.59,46.97,53.03,"56,030","56,251","55,802","51,620","51,471","52,812","52,840","54,111","53,622","52,440","59,950","60,751","60,272","55,750","55,071","56,512","56,540","57,901","57,382","55,590",N/A,N/A,N/A,N/A,N/A,N/A,N/A,309.09469932677047,AADT,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/1,,,,,,,,,,,,,,,,,,,,,,
3299,S2012161129,16.0,Prince George's,0.0,None,Merrimac Dr,CO,668.0,  ,0.724,0.0,0.73,Merrimac Dr - Between Md 650 & New Hampshire Ave Ser La,New Riggs Rd To Md 650,Urban,5.0,Major Collector,16000CO00668  01WW**************,16000CO00668--1-----,1.0,East,3.0,F,0.0,8.93,63.27,52.09,47.91,1.519,https://maps.roads.maryland.gov/itms_public/?stationid=S2012161129,,,5520.0,5531.0,5512.0,5663.0,5774.0,5915.0,5700.0,5701.0,,,5960.0,5971.0,5902.0,6063.0,6184.0,6275.0,6040.0,6271.0,,,,,,,NO ERROR,3811.61247743,,,,,,,,,,,3,8.93,63.27,52.09,47.91,N/A,N/A,"5,520","5,531","5,512","5,663","5,774","5,915","5,700","5,701",N/A,N/A,"5,960","5,971","5,902","6,063","6,184","6,275","6,040","6,271",N/A,N/A,N/A,N/A,N/A,N/A,N/A,1493.6572150670963,AADT,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/1,,,,,,,,,,,,,,,,,,,,,,
