screenline_id,tract_pair_id,screenline_family,assignment_quality,assignment_status,LOCATION_ID,COUNTY_DESC,ROADNAME,ID_PREFIX,ID_RTE_NO,ID_MP,STATION_DESC,ROAD_SECTION,PEAK_HOUR_DIRECTION,NUM_LANES,COUNTED_FACTORED,AADT_2017,AADT_2018,AAWDT_2017,AAWDT_2018,K_FACTOR,D_FACTOR,NORTH_EAST_SPLIT,SOUTH_WEST_SPLIT,station_tract_geoid,adjacent_tract_geoid,station_county_geoid,adjacent_county_geoid,station_to_shared_boundary_m,shared_boundary_length_m,n_adjacent_tract_candidates_within_buffer,longitude,latitude,LINK,BEGIN_SECTION,END_SECTION,RURAL_URBAN,F_SYSTEM,F_SYSTEM_DESC,MAIN_LINE,AADT,AAWDT,TRUCK_AADT,station_class,is_mainline,is_ramp,candidate_reason,candidate_for_tract_screenline_seed,AADT_2017_NUM,AADT_2018_NUM,AAWDT_2017_NUM,AAWDT_2018_NUM,AADT_NUM,AAWDT_NUM,NUM_LANES_NUM,MAIN_LINE_NUM,ID_RTE_NO_NUM,K_FACTOR_NUM,D_FACTOR_NUM,tract_index,station_tract_label,tract_a_geoid,tract_b_geoid,station_county_name,adjacent_county_name,station_to_containing_tract_boundary_m,validation_observed_daily_field_preferred,validation_model_flow_definition
sl_B2795_24031704100__24031704200,24031704100__24031704200,other_adjacent_tract_pair,low_review,accepted,B2795,Montgomery,Connecticut Ave,MD,185.0,3.74,Md185-.50 Mi S Of Md547,Saul Rd To Md 192,South,6.0,F,38231.0,37892.0,40911.0,40542.0,7.42,75.22,46.62,53.38,24031704100,24031704200,24031,24031,160.3055272792882,1922.08977565605,1,-77.07698448723457,39.02053388313674,https://maps.roads.maryland.gov/itms_public/?stationid=B2795,3.37,4.4,Urban,3.0,Principal Arterial Other,1.0,39483.0,40173.0,,B,True,False,montgomery_dc_route;montgomery_dc_spatial;pg_montgomery_spatial,True,38231.0,37892.0,40911.0,40542.0,39483.0,40173.0,6.0,1.0,185.0,7.42,75.22,1195,Census Tract 7041,24031704100,24031704200,"Montgomery County, MD","Montgomery County, MD",160.3055272792882,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_B3107_24033807404__24033807405,24033807404__24033807405,other_adjacent_tract_pair,high,accepted,B3107,Prince George's,Baltimore Ave,US,1.0,6.63,Us1-.20 Mi N Of Is95,Is 95 To Md 212-a,South,5.0,F,46462.0,41040.0,49712.0,43910.0,6.72,50.22,46.91,53.09,24033807404,24033807405,24033,24033,14.772397225191023,4787.634547448451,1,-76.92549396226158,39.02095596541178,https://maps.roads.maryland.gov/itms_public/?stationid=B3107,6.43,8.0,Urban,3.0,Principal Arterial Other,1.0,41041.0,43501.0,1622.0,B,True,False,pg_dc_route;pg_dc_spatial;pg_montgomery_spatial,True,46462.0,41040.0,49712.0,43910.0,41041.0,43501.0,5.0,1.0,1.0,6.72,50.22,510,Census Tract 8074.04,24033807404,24033807405,"Prince George's County, MD","Prince George's County, MD",14.772397225191023,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_S2012150650_24031701408__24031701409,24031701408__24031701409,other_adjacent_tract_pair,high,accepted,S2012150650,Montgomery,Peach Orchard Rd,CO,79.0,0.17,Peach Orchard - Between Md 198 & Rowland La,Spencerville Rd To Briggs Chaney Rd,South,2.0,F,2465.0,2360.0,2615.0,2500.0,8.46,55.91,48.65,51.35,24031701408,24031701409,24031,24031,1.0199857975713789,5643.956189584929,1,-76.96257801619123,39.11366895972461,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150650,0.0,1.58,Urban,6.0,Minor Collector,1.0,2361.0,2601.0,,S,True,False,montgomery_dc_spatial;pg_montgomery_spatial,True,2465.0,2360.0,2615.0,2500.0,2361.0,2601.0,2.0,1.0,79.0,8.46,55.91,1394,Census Tract 7014.08,24031701408,24031701409,"Montgomery County, MD","Montgomery County, MD",1.0199857975713789,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_B3214_24033805601__24033805700,24033805601__24033805700,other_adjacent_tract_pair,high,accepted,B3214,Prince George's,Riggs Rd,MD,212.0,2.19,Md212-.10 Mi N Of Md193,Md 193 To Adelphi Rd,North,3.0,F,20620.0,20431.0,22060.0,21861.0,7.58,51.35,47.17,52.83,24033805601,24033805700,24033,24033,0.7237437193063593,1663.8703403282993,3,-76.97823131991716,38.98489247342454,https://maps.roads.maryland.gov/itms_public/?stationid=B3214,2.09,3.83,Urban,4.0,Minor Arterial,1.0,20432.0,21662.0,700.0,B,True,False,pg_dc_route;pg_montgomery_route;pg_dc_spatial;pg_montgomery_spatial,True,20620.0,20431.0,22060.0,21861.0,20432.0,21662.0,3.0,1.0,212.0,7.58,51.35,1535,Census Tract 8056.01,24033805601,24033805700,"Prince George's County, MD","Prince George's County, MD",0.7237437193063593,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_S2012161043_24033800701__24033802201,24033800701__24033802201,other_adjacent_tract_pair,medium,accepted,S2012161043,Prince George's,Westphalia Rd,CO,91.0,1.18,Westphalia Rd - .10 Mi East Of D Arcy Rd,Darcy Rd To Ritchie Marlboro Rd,West,2.0,F,3955.0,4100.0,4195.0,4350.0,9.81,78.92,50.1,49.9,24033800701,24033802201,24033,24033,55.6542535286937,7078.1603099477,1,-76.84520248018322,38.84448475618571,https://maps.roads.maryland.gov/itms_public/?stationid=S2012161043,1.14,3.1,Urban,5.0,Major Collector,1.0,4101.0,4511.0,,S,True,False,pg_dc_spatial,True,3955.0,4100.0,4195.0,4350.0,4101.0,4511.0,2.0,1.0,91.0,9.81,78.92,1499,Census Tract 8007.01,24033800701,24033802201,"Prince George's County, MD","Prince George's County, MD",55.6542535286937,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_B2823_24031704700__24031705903,24031704700__24031705903,other_adjacent_tract_pair,high,accepted,B2823,Montgomery,Bradley Blvd,MD,191.0,4.81,Md191-.10 Mi S Of Md188,Md 188 To Md 614,North,3.0,F,13335.0,12370.0,14275.0,13240.0,9.7,54.69,49.19,50.81,24031704700,24031705903,24031,24031,1.072705648702703,1929.9769586700556,1,-77.11505966499362,38.98474303835614,https://maps.roads.maryland.gov/itms_public/?stationid=B2823,4.71,5.53,Urban,4.0,Minor Arterial,1.0,12371.0,13111.0,312.0,B,True,False,montgomery_dc_route;montgomery_dc_spatial;pg_montgomery_spatial,True,13335.0,12370.0,14275.0,13240.0,12371.0,13111.0,3.0,1.0,191.0,9.7,54.69,574,Census Tract 7047,24031704700,24031705903,"Montgomery County, MD","Montgomery County, MD",1.072705648702703,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_S2012161129_24033805601__24033805700,24033805601__24033805700,other_adjacent_tract_pair,high,accepted,S2012161129,Prince George's,Merrimac Dr,CO,668.0,0.724,Merrimac Dr - Between Md 650 & New Hampshire Ave Ser La,New Riggs Rd To Md 650,East,3.0,F,5915.0,5700.0,6275.0,6040.0,8.93,63.27,52.09,47.91,24033805601,24033805700,24033,24033,16.355302971465232,1663.8703403282993,2,-76.98646692352499,38.99304250211731,https://maps.roads.maryland.gov/itms_public/?stationid=S2012161129,0.0,0.73,Urban,5.0,Major Collector,1.0,5701.0,6271.0,,S,True,False,pg_dc_spatial;pg_montgomery_spatial,True,5915.0,5700.0,6275.0,6040.0,5701.0,6271.0,3.0,1.0,668.0,8.93,63.27,1535,Census Tract 8056.01,24033805601,24033805700,"Prince George's County, MD","Prince George's County, MD",16.355302971465232,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_S2012161130_24033805601__24033805700,24033805601__24033805700,other_adjacent_tract_pair,high,accepted,S2012161130,Prince George's,Merrimac Dr,CO,668.0,0.736,Merrimac Dr - Between Md 650 & New Hampshire Ave (serv La),Md 650 To Montgomery Co/l,West,2.0,F,5305.0,5120.0,5625.0,5430.0,8.37,53.46,51.58,48.42,24033805700,24033805601,24033,24033,2.7471843666445768,1663.8703403282998,2,-76.98667063897355,38.99310836032446,https://maps.roads.maryland.gov/itms_public/?stationid=S2012161130,0.73,0.96,Urban,5.0,Major Collector,1.0,5121.0,5631.0,,S,True,False,pg_dc_spatial;pg_montgomery_spatial,True,5305.0,5120.0,5625.0,5430.0,5121.0,5631.0,2.0,1.0,668.0,8.37,53.46,1540,Census Tract 8057,24033805700,24033805601,"Prince George's County, MD","Prince George's County, MD",2.7471843666445768,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_S2012161037_24033802204__24033802804,24033802204__24033802804,other_adjacent_tract_pair,low_review,accepted,S2012161037,Prince George's,Ritchie Rd,CO,87.0,2.41,Ritchie Rd - .10 Mi South Of Walker Mill Rd,Forestville Rd To Walker Mill Rd,South,3.0,F,21765.0,21370.0,23295.0,22870.0,8.3,61.11,44.53,55.47,24033802204,24033802804,24033,24033,165.74969897713294,4633.737682846893,1,-76.85627004069056,38.87165459417584,https://maps.roads.maryland.gov/itms_public/?stationid=S2012161037,0.29,2.499,Urban,4.0,Minor Arterial,1.0,21371.0,22651.0,,S,True,False,pg_dc_spatial,True,21765.0,21370.0,23295.0,22870.0,21371.0,22651.0,3.0,1.0,87.0,8.3,61.11,1505,Census Tract 8022.04,24033802204,24033802804,"Prince George's County, MD","Prince George's County, MD",165.74969897713294,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_S2012150652_24031701417__24031701422,24031701417__24031701422,other_adjacent_tract_pair,high,accepted,S2012150652,Montgomery,Robey Rd,CO,94.0,0.78,Robey Rd - .10 Mi East Of Briggs Chaney Rd,Greencastle Rd To Briggs Chaney Rd,West,2.0,F,5315.0,4850.0,5635.0,5140.0,9.9,53.72,48.76,51.24,24031701422,24031701417,24031,24031,0.899404865581033,1181.4232495774568,1,-76.94323695125591,39.08051997957319,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150652,0.0,0.9,Urban,5.0,Major Collector,1.0,4851.0,5341.0,,S,True,False,montgomery_dc_spatial;pg_montgomery_spatial,True,5315.0,4850.0,5635.0,5140.0,4851.0,5341.0,2.0,1.0,94.0,9.9,53.72,1359,Census Tract 7014.22,24031701422,24031701417,"Montgomery County, MD","Montgomery County, MD",0.899404865581033,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_B3250_24033801104__24033801904,24033801104__24033801904,other_adjacent_tract_pair,high,accepted,B3250,Prince George's,Allentown Rd,MD,337.0,1.81,Md337-.20 Mi N Of Suitland Rd,Suitland Rd To Forestville Rd,North,4.0,F,25590.0,25361.0,27380.0,27141.0,6.88,53.57,50.17,49.83,24033801904,24033801104,24033,24033,1.6176243281031568,4198.583139216432,2,-76.8836365834073,38.82288403851918,https://maps.roads.maryland.gov/itms_public/?stationid=B3250,1.61,2.2,Urban,4.0,Minor Arterial,1.0,25362.0,26882.0,757.0,B,True,False,pg_dc_spatial,True,25590.0,25361.0,27380.0,27141.0,25362.0,26882.0,4.0,1.0,337.0,6.88,53.57,1563,Census Tract 8019.04,24033801904,24033801104,"Prince George's County, MD","Prince George's County, MD",1.6176243281031568,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_S2012150699_24031701002__24031701206,24031701002__24031701206,other_adjacent_tract_pair,low_review,accepted,S2012150699,Montgomery,Seven Locks Rd,CO,148.0,5.85,Seven Locks Rd - Between Goya Dr & Montrose Rd,Postoak Rd To Montrose Rd,North,2.0,C,23994.0,23785.0,25674.0,25455.0,8.63,55.89,52.06,47.94,24031701206,24031701002,24031,24031,116.69402494234946,2194.7796543536797,1,-77.16195751426329,39.05611485933914,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150699,5.56,5.93,Urban,4.0,Minor Arterial,1.0,23780.0,25210.0,803.0,S,True,False,montgomery_dc_spatial,True,23994.0,23785.0,25674.0,25455.0,23780.0,25210.0,2.0,1.0,148.0,8.63,55.89,555,Census Tract 7012.06,24031701206,24031701002,"Montgomery County, MD","Montgomery County, MD",116.69402494234946,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_B160004_24033807404__24033807408,24033807404__24033807408,other_adjacent_tract_pair,high,accepted,B160004,Prince George's,Old Baltimore Pike,CO,23.0,1.03,Old Baltimore Pike-.10 Mi S Of Ammendale Rd,Muirkirk Rd To Edmonston Ave,North,2.0,F,16140.0,16001.0,17270.0,17121.0,8.48,51.03,50.2,49.8,24033807404,24033807408,24033,24033,0.7060968304017134,8285.069261936966,1,-76.89176226286877,39.0475492606349,https://maps.roads.maryland.gov/itms_public/?stationid=B160004,0.0,1.2,Urban,4.0,Minor Arterial,1.0,16002.0,16962.0,1720.0,B,True,False,pg_dc_spatial;pg_montgomery_spatial,True,16140.0,16001.0,17270.0,17121.0,16002.0,16962.0,2.0,1.0,23.0,8.48,51.03,510,Census Tract 8074.04,24033807404,24033807408,"Prince George's County, MD","Prince George's County, MD",0.7060968304017134,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_B2954_24031701703__24031702000,24031701703__24031702000,other_adjacent_tract_pair,low_review,accepted,B2954,Montgomery,University Blvd E,MD,193.0,6.6,Md193-between Md195 & Merrimac Dr,Md 195 To Merrimac Dr,East,6.0,F,38722.0,37810.0,41432.0,40460.0,7.5,50.07,51.05,48.95,24031702000,24031701703,24031,24031,137.95267813075517,836.851655321423,3,-76.99246006448571,38.99371110595958,https://maps.roads.maryland.gov/itms_public/?stationid=B2954,6.58,6.69,Urban,3.0,Principal Arterial Other,1.0,37811.0,40081.0,886.0,B,True,False,montgomery_dc_route;pg_montgomery_route;montgomery_dc_spatial;pg_montgomery_spatial,True,38722.0,37810.0,41432.0,40460.0,37811.0,40081.0,6.0,1.0,193.0,7.5,50.07,1447,Census Tract 7020,24031702000,24031701703,"Montgomery County, MD","Montgomery County, MD",137.95267813075517,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_B2713_24031700901__24031700904,24031700901__24031700904,other_adjacent_tract_pair,high,accepted,B2713,Montgomery,Veirs Mill Rd,MD,28.0,22.85,Md28-.30 Mi W Of Md586,Md 355 To Md 586,East,4.0,F,27752.0,26340.0,29702.0,28180.0,7.78,57.54,50.55,49.45,24031700901,24031700904,24031,24031,2.1968786999429915,865.1801017052737,3,-77.14339214188087,39.08086380414545,https://maps.roads.maryland.gov/itms_public/?stationid=B2713,22.72,23.15,Urban,3.0,Principal Arterial Other,1.0,26341.0,27921.0,805.0,B,True,False,montgomery_dc_spatial,True,27752.0,26340.0,29702.0,28180.0,26341.0,27921.0,4.0,1.0,28.0,7.78,57.54,195,Census Tract 7009.01,24031700901,24031700904,"Montgomery County, MD","Montgomery County, MD",2.1968786999429915,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_B2821_24031705601__24031705602,24031705601__24031705602,other_adjacent_tract_pair,high,accepted,B2821,Montgomery,River Rd,MD,190.0,15.56,Md190-.30 Mi W Of Wash Dc Line,Little Falls Pkwy To Washington Dc/l,West,4.0,C,20601.0,20422.0,22041.0,21852.0,8.5,52.63,51.97,48.03,24031705602,24031705601,24031,24031,0.45287440269456153,646.1834665855173,2,-77.09574909696387,38.959576750699725,https://maps.roads.maryland.gov/itms_public/?stationid=B2821,15.19,15.88,Urban,3.0,Principal Arterial Other,1.0,20180.0,21390.0,,B,True,False,montgomery_dc_route;montgomery_dc_spatial;pg_montgomery_spatial,True,20601.0,20422.0,22041.0,21852.0,20180.0,21390.0,4.0,1.0,190.0,8.5,52.63,1385,Census Tract 7056.02,24031705602,24031705601,"Montgomery County, MD","Montgomery County, MD",0.45287440269456153,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_S2012161090_24033807200__24033807301,24033807200__24033807301,other_adjacent_tract_pair,medium,accepted,S2012161090,Prince George's,Metzerott Rd,CO,230.0,2.05,Metzerott Rd - .10 Mi West Of Md 193,Adelphi Rd To Md 193,West,3.0,F,14245.0,13880.0,15105.0,14710.0,8.5,52.27,49.06,50.94,24033807200,24033807301,24033,24033,80.59741142905327,4790.67770724873,1,-76.94375406824585,39.00075103171413,https://maps.roads.maryland.gov/itms_public/?stationid=S2012161090,0.87,2.11,Urban,5.0,Major Collector,1.0,13881.0,15271.0,,S,True,False,pg_dc_spatial;pg_montgomery_spatial,True,14245.0,13880.0,15105.0,14710.0,13881.0,15271.0,3.0,1.0,230.0,8.5,52.27,1523,Census Tract 8072,24033807200,24033807301,"Prince George's County, MD","Prince George's County, MD",80.59741142905327,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_B2741_24031703201__24031703214,24031703201__24031703214,other_adjacent_tract_pair,high,accepted,B2741,Montgomery,Georgia Ave,MD,97.0,6.8,Md97-.20 Mi S Of Md185,Md 182 To Md 185,North,6.0,F,33132.0,30180.0,35452.0,32290.0,7.79,54.56,50.29,49.71,24031703201,24031703214,24031,24031,4.859260541461585,447.8737817435277,2,-77.07588953702297,39.08129637980066,https://maps.roads.maryland.gov/itms_public/?stationid=B2741,4.81,7.0,Urban,3.0,Principal Arterial Other,1.0,30181.0,31991.0,,B,True,False,montgomery_dc_route;montgomery_dc_spatial;pg_montgomery_spatial,True,33132.0,30180.0,35452.0,32290.0,30181.0,31991.0,6.0,1.0,97.0,7.79,54.56,1410,Census Tract 7032.01,24031703201,24031703214,"Montgomery County, MD","Montgomery County, MD",4.859260541461585,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_S2012161085_24033801405__24033801409,24033801405__24033801409,other_adjacent_tract_pair,medium,accepted,S2012161085,Prince George's,Tucker Rd,CO,193.0,0.05,Tucker Rd - .10 Mi South Of St Barnabas Rd,St Barnabas Rd To Palmer Rd,North,2.0,F,5025.0,4780.0,5335.0,5070.0,9.68,85.69,49.11,50.89,24033801409,24033801405,24033,24033,83.99712488262668,2806.9950389580877,1,-76.9822263732257,38.79735777393415,https://maps.roads.maryland.gov/itms_public/?stationid=S2012161085,0.0,1.75,Urban,5.0,Major Collector,1.0,4781.0,5261.0,,S,True,False,pg_montgomery_route;pg_dc_spatial,True,5025.0,4780.0,5335.0,5070.0,4781.0,5261.0,2.0,1.0,193.0,9.68,85.69,682,Census Tract 8014.09,24033801409,24033801405,"Prince George's County, MD","Prince George's County, MD",83.99712488262668,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_B3238_24033806708__24033806712,24033806708__24033806712,other_adjacent_tract_pair,high,accepted,B3238,Prince George's,Baltimore Washington Pkwy,MD,295.0,6.76,Md295-.40 Mi N Of Md193,Md 193 To Powder Mill Rd,South,4.0,F,111140.0,110141.0,118920.0,117851.0,6.0,50.28,48.23,51.77,24033806712,24033806708,24033,24033,19.002888991226556,2177.310215388686,1,-76.87361154653328,38.99694884200214,https://maps.roads.maryland.gov/itms_public/?stationid=B3238,6.36,9.65,Urban,2.0,Principal Arterial Other Freeways and Expressways,1.0,110142.0,116752.0,1319.0,B,True,False,pg_dc_route;pg_dc_spatial;pg_montgomery_spatial,True,111140.0,110141.0,118920.0,117851.0,110142.0,116752.0,4.0,1.0,295.0,6.0,50.28,311,Census Tract 8067.12,24033806712,24033806708,"Prince George's County, MD","Prince George's County, MD",19.002888991226556,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_B2880_24031702800__24031702900,24031702800__24031702900,other_adjacent_tract_pair,low_review,accepted,B2880,Montgomery,16th St,MD,390.0,1.0,Md390-.10 Mi S Of Md97,Second Ave To Md 97,North,6.0,C,29771.0,29502.0,31861.0,31572.0,7.57,57.82,51.92,48.08,24031702800,24031702900,24031,24031,138.27258489984015,1797.7823211455957,1,-77.04002845940259,39.00530315219916,https://maps.roads.maryland.gov/itms_public/?stationid=B2880,0.85,1.09,Urban,3.0,Principal Arterial Other,1.0,31290.0,33170.0,,B,True,False,montgomery_dc_route;montgomery_dc_spatial;pg_montgomery_spatial,True,29771.0,29502.0,31861.0,31572.0,31290.0,33170.0,6.0,1.0,390.0,7.57,57.82,343,Census Tract 7028,24031702800,24031702900,"Montgomery County, MD","Montgomery County, MD",138.27258489984015,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_B2946_24031701006__24031701007,24031701006__24031701007,other_adjacent_tract_pair,high,accepted,B2946,Montgomery,W Montgomery Ave,MD,28.0,20.86,Md28-.30 Mi W Of Is270,Shady Grove Rd To Is 270,West,5.0,C,50821.0,50362.0,54381.0,53892.0,8.3,54.71,48.15,51.85,24031701006,24031701007,24031,24031,15.014196510692573,2262.45967063154,1,-77.17723857230514,39.08825483856456,https://maps.roads.maryland.gov/itms_public/?stationid=B2946,19.51,21.15,Urban,3.0,Principal Arterial Other,1.0,51310.0,54390.0,,B,True,False,montgomery_dc_spatial,True,50821.0,50362.0,54381.0,53892.0,51310.0,54390.0,5.0,1.0,28.0,8.3,54.71,896,Census Tract 7010.06,24031701006,24031701007,"Montgomery County, MD","Montgomery County, MD",15.014196510692573,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
